beta,day,prop_infected
0.36,80,0.003986896422914427
0.36,81,0.003555889545925755
0.36,82,0.0031712996788255342
0.36,83,0.0028281645382330044
0.36,84,0.002522044774301249
0.36,85,0.002248970440396663
0.36,86,0.002005392608989826
0.36,87,0.0017881397115639677
0.36,88,0.0015943781981865846
0.36,89,0.001421577134030224
0.36,90,0.0012674763739827146
0.36,91,0.0011300579813802538
0.36,92,0.001007520581972498
0.36,93,0.0008982563688759188
0.36,94,0.0008008304980664659
0.36,95,0.0007139626366235782
0.36,96,0.0006365104472905918
0.36,97,0.000567454812867225
0.36,98,0.000505886622462437
0.36,99,0.00045099495871728495
0.38,0,0.001
0.38,1,0.001236762857142857
0.38,2,0.0015294039548401483
0.38,3,0.0018910166226050204
0.38,4,0.002337712232162322
0.38,5,0.002889289407305755
0.38,6,0.0035700375385067876
0.38,7,0.004409693899398333
0.38,8,0.005444571957009028
0.38,9,0.006718873362669143
0.38,10,0.008286185500274643
0.38,11,0.010211147299574112
0.38,12,0.012571234020870507
0.38,13,0.015458561168694474
0.38,14,0.018981531426985956
0.38,15,0.023266038417020574
0.38,16,0.028455789695621327
0.38,17,0.03471111544137872
0.38,18,0.042205396259361955
0.38,19,0.05111800287642897
0.38,20,0.06162245930685011
0.38,21,0.07386854239840666
0.38,22,0.08795740553726654
0.38,23,0.10390980821227909
0.38,24,0.12162937586726026
0.38,25,0.14086555929898595
0.38,26,0.16118423354610392
0.38,27,0.18195661316618214
0.38,28,0.20237760658332324
0.38,29,0.2215209886277659
0.38,30,0.23843006108759032
0.38,31,0.2522305890143403
0.38,32,0.2622424472031804
0.38,33,0.2680632464942062
0.38,34,0.2696041622618
0.38,35,0.2670727884786749
0.38,36,0.26091330046647127
0.38,37,0.2517237806581158
0.38,38,0.24017156337616863
0.38,39,0.22692187515809858
0.38,40,0.21258708388479075
0.38,41,0.19769706008443627
0.38,42,0.1826870631779127
0.38,43,0.16789807837104392
0.38,44,0.15358476047299055
0.38,45,0.13992716710055408
0.38,46,0.12704365034905016
0.38,47,0.11500330066332759
0.38,48,0.10383709526028195
0.38,49,0.09354740712950838
0.38,50,0.08411583413521628
0.38,51,0.0755094713159835
0.38,52,0.06768582327345354
0.38,53,0.060596574019821645
0.38,54,0.05419042314011774
0.38,55,0.04841517479831682
0.38,56,0.04321923888031913
0.38,57,0.03855267628697603
0.38,58,0.03436789546385117
0.38,59,0.03062008564424675
0.38,60,0.027267454164657826
0.38,61,0.024271320366967004
0.38,62,0.02159610663740327
0.38,63,0.019209257608757635
0.38,64,0.017081111045513644
0.38,65,0.01518473806204437
0.38,66,0.013495765766999806
0.38,67,0.011992191911985823
0.38,68,0.010654198428670018
0.38,69,0.009463968687470065
0.38,70,0.00840551176088528
0.38,71,0.007464495812768847
0.38,72,0.00662809187277581
0.38,73,0.005884828623396114
0.38,74,0.005224458371166444
0.38,75,0.00463783405166755
0.38,76,0.004116796897051034
0.38,77,0.003654074249827429
0.38,78,0.0032431869180202075
0.38,79,0.0028783654196106586
0.38,80,0.0025544744470504133
0.38,81,0.002266944886818438
0.38,82,0.002011712747979358
0.38,83,0.0017851643825250343
0.38,84,0.0015840874152740075
0.38,85,0.0014056268395515473
0.38,86,0.0012472457748027243
0.38,87,0.001106690422290273
0.38,88,0.0009819587941121784
0.38,89,0.0008712728282755419
0.38,90,0.0007730535380576624
0.38,91,0.0006858988771238938
0.38,92,0.0006085640327358519
0.38,93,0.0005399438878472535
0.38,94,0.0004790574189880277
0.38,95,0.00042503382066510885
0.38,96,0.00037710016867443326
0.38,97,0.000334570454354711
0.38,98,0.0002968358395602084
0.38,99,0.0002633559981307376
0.4,0,0.001
0.4,1,0.001256742857142857
0.4,2,0.001579201731201306
0.4,3,0.001984080976425546
0.4,4,0.002492263692310318
0.4,5,0.0031298180882422593
0.4,6,0.003929223523382844
0.4,7,0.004930850704834703
0.4,8,0.006184727357028668
0.4,9,0.007752610424541714
0.4,10,0.00971036376427804
0.4,11,0.012150599227144142
0.4,12,0.015185468922871821
0.4,13,0.018949383708976923
0.4,14,0.023601260728753064
0.4,15,0.029325653246222296
0.4,16,0.03633177607521308
0.4,17,0.04484901424079055
0.4,18,0.05511703683795168
0.4,19,0.06736825557866381
0.4,20,0.08180031496465076
0.4,21,0.09853698410020154
0.4,22,0.11757777802374779
0.4,23,0.1387403666179011
0.4,24,0.16160536590749008
0.4,25,0.185479360441671
0.4,26,0.2093961856102352
0.4,27,0.23217440078586193
0.4,28,0.252536951558109
0.4,29,0.26927801932679485
0.4,30,0.2814398121976684
0.4,31,0.2884511574855894
0.4,32,0.2901892492149634
0.4,33,0.2869528966459662
0.4,34,0.2793657873780466
0.4,35,0.26824626778917265
0.4,36,0.2544802243851304
0.4,37,0.23892114640931839
0.4,38,0.22232599105097647
0.4,39,0.2053239915343152
0.4,40,0.18841005190289112
0.4,41,0.17195355413990304
0.4,42,0.15621503331569064
0.4,43,0.1413655052021896
0.4,44,0.1275053221533394
0.4,45,0.11468096812518744
0.4,46,0.10289919051109678
0.4,47,0.09213843209699298
0.4,48,0.08235780994110836
0.4,49,0.0735040003631075
0.4,50,0.06551640694556093
0.4,51,0.058330959409006046
0.4,52,0.051882843252312134
0.4,53,0.04610840814732046
0.4,54,0.04094645456201552
0.4,55,0.036339055957367104
0.4,56,0.03223203887150456
0.4,57,0.0285752148766614
0.4,58,0.025322435918762896
0.4,59,0.02243152695892046
0.4,60,0.019864136208801945
0.4,61,0.0175855327798768
0.4,62,0.015564373573777948
0.4,63,0.013772455177817144
0.4,64,0.012184461957571568
0.4,65,0.010777718112160847
0.4,66,0.00953194890794588
0.4,67,0.008429054424065335
0.4,68,0.007452897767390424
0.4,69,0.006589108721336055
0.4,70,0.005824903087691827
0.4,71,0.005148917490790868
0.4,72,0.004551059083724421
0.4,73,0.004022369384993138
0.4,74,0.003554901349182063
0.4,75,0.0031416087129545788
0.4,76,0.00277624663982607
0.4,77,0.0024532827002823267
0.4,78,0.0021678172577873234
0.4,79,0.0019155123786426874
0.4,80,0.0016925284390701262
0.4,81,0.0014954676623464443
0.4,82,0.001321323879519579
0.4,83,0.0011674378672138414
0.4,84,0.001031457673966901
0.4,85,0.0009113034015722172
0.4,86,0.0008051359595145887
0.4,87,0.0007113293585184273
0.4,88,0.0006284461533914583
0.4,89,0.0005552156857783845
0.4,90,0.0004905148142618314
0.4,91,0.0004333508526386992
0.4,92,0.00038284646736918334
0.4,93,0.00033822631237090427
0.4,94,0.00029880520374556954
0.4,95,0.0002639776589123561
0.4,96,0.00023320864420544964
0.4,97,0.0002060253924868661
0.4,98,0.00018201016793083954
0.4,99,0.00016079386903966337
0.42,0,0.001
0.42,1,0.0012767228571428572
0.42,2,0.0016297962652529327
0.42,3,0.0020801444040374952
0.42,4,0.0026543366596971773
0.42,5,0.0033860545568533667
0.42,6,0.004317904403803904
0.42,7,0.005503634261440509
0.42,8,0.007010807988860569
0.42,9,0.008923969168144847
0.42,10,0.011348283421162673
0.42,11,0.014413563442928795
0.42,12,0.018278434523732782
0.42,13,0.023134159175145906
0.42,14,0.029207271348517846
0.42,15,0.03675963892936382
0.42,16,0.04608386484768993
0.42,17,0.05749110302243351
0.42,18,0.07128759248579183
0.42,19,0.08773592747312739
0.42,20,0.10699804596746101
0.42,21,0.12906021758624478
0.42,22,0.1536470008825576
0.42,23,0.18014131022046295
0.42,24,0.20753896578080552
0.42,25,0.23447219071780023
0.42,26,0.2593285904837684
0.42,27,0.28046438737649104
0.42,28,0.29646915568062493
0.42,29,0.3064054311019118
0.42,30,0.3099456368925927
0.42,31,0.30736775063980404
0.42,32,0.2994280584634114
0.42,33,0.28716988068291677
0.42,34,0.2717328082214065
0.42,35,0.25420535944047257
0.42,36,0.2355352589627708
0.42,37,0.21649085973199775
0.42,38,0.1976584715077132
0.42,39,0.17946022444605605
0.42,40,0.1621808262972969
0.42,41,0.14599588390141713
0.42,42,0.13099789719624078
0.42,43,0.11721830291057117
0.42,44,0.10464524791332476
0.42,45,0.09323742046409238
0.42,46,0.0829345253408246
0.42,47,0.07366503735524839
0.42,48,0.06535181754835867
0.42,49,0.05791608882264329
0.42,50,0.05128017418548503
0.42,51,0.04536931528307358
0.42,52,0.040112816549567304
0.42,53,0.035444701688152135
0.42,54,0.03130402301061021
0.42,55,0.027634928413147495
0.42,56,0.024386563443962374
0.42,57,0.021512865226092387
0.42,58,0.01897228943863639
0.42,59,0.01672749992654095
0.42,60,0.014745041859066645
0.42,61,0.01299501295967894
0.42,62,0.01145074262674912
0.42,63,0.010088485330463318
0.42,64,0.008887132185452399
0.42,65,0.007827942818595467
0.42,66,0.006894298394948798
0.42,67,0.006071475794955235
0.42,68,0.005346442350422062
0.42,69,0.004707670168477586
0.42,70,0.004144968844535769
0.42,71,0.0036493352445500374
0.42,72,0.0032128189918526943
0.42,73,0.0028284023012428053
0.42,74,0.0024898928454849755
0.42,75,0.0021918284044366828
0.42,76,0.0019293921255251038
0.42,77,0.0016983373097263202
0.42,78,0.0014949207249653489
0.42,79,0.0013158435357842196
0.42,80,0.0011581990220960133
0.42,81,0.0010194263395011671
0.42,82,0.0008972696481900036
0.42,83,0.0007897420064918465
0.42,84,0.0006950934885360105
0.42,85,0.0006117830433363284
0.42,86,0.0005384536651004516
0.42,87,0.00047391049198151225
0.42,88,0.0004171014931641588
0.42,89,0.00036710044246406894
0.42,90,0.00032309191088051713
0.42,91,0.00028435804113044905
0.42,92,0.00025026689445122974
0.42,93,0.00022026218421068917
0.42,94,0.00019385423240878935
0.42,95,0.00017061200427390588
0.42,96,0.0001501560931040075
0.42,97,0.00013215254251192857
0.42,98,0.00011630740651571232
0.42,99,0.00010236195966036182
0.44,0,0.001
0.44,1,0.0012967028571428572
0.44,2,0.0016811875090909792
0.44,3,0.0021792540534457477
0.44,4,0.0028241693059872213
0.44,5,0.0036587486209902114
0.44,6,0.004737964096629553
0.44,7,0.0061321746329509805
0.44,8,0.007931062577694572
0.44,9,0.010248324002703708
0.44,10,0.013227074049328023
0.44,11,0.017045762815631114
0.44,12,0.021924103603143404
0.44,13,0.028128030761186595
0.44,14,0.03597195644177138
0.44,15,0.045815527993373614
0.44,16,0.05805072252637445
0.44,17,0.07307367626993849
0.44,18,0.0912347590858136
0.44,19,0.11276133079543874
0.44,20,0.1376523341709748
0.44,21,0.16555455859866075
0.44,22,0.19564762400620772
0.44,23,0.22658421927844072
0.44,24,0.2565418480068818
0.44,25,0.28342494706168464
0.44,26,0.30520225885024266
0.44,27,0.32029114002603737
0.44,28,0.32785504165446694
0.44,29,0.3279058605172595
0.44,30,0.32119186098306285
0.44,31,0.3089440273913954
0.44,32,0.29259081396750763
0.44,33,0.27352661064332506
0.44,34,0.2529684306897781
0.44,35,0.2318943367106846
0.44,36,0.21103880807957298
0.44,37,0.19091936770290072
0.44,38,0.17187554142181888
0.44,39,0.15410887521921363
0.44,40,0.13771852701480122
0.44,41,0.12273051899881944
0.44,42,0.10912061253068445
0.44,43,0.09683158752627138
0.44,44,0.08578595306552643
0.44,45,0.07589508586838602
0.44,46,0.06706565445290548
0.44,47,0.05920402224802172
0.44,48,0.05221916944021763
0.44,49,0.046024543936109386
0.44,50,0.04053914845005597
0.44,51,0.035688090724416546
0.44,52,0.03140276319730491
0.44,53,0.02762077298540453
0.44,54,0.024285709320506887
0.44,55,0.021346810707913798
0.44,56,0.01875857582991772
0.44,57,0.016480348894103963
0.44,58,0.01447590044154239
0.44,59,0.012713017626955416
0.44,60,0.011163112951312226
0.44,61,0.009800856841505187
0.44,62,0.00860383694382016
0.44,63,0.007552245241694769
0.44,64,0.00662859291294608
0.44,65,0.005817452052025038
0.44,66,0.0051052228847537845
0.44,67,0.00447992481256681
0.44,68,0.003931009479036314
0.44,69,0.0034491940084803983
0.44,70,0.003026312592010015
0.44,71,0.0026551846667680038
0.44,72,0.0023294980323085917
0.44,73,0.0020437053619201022
0.44,74,0.001792932687674532
0.44,75,0.001572898560204271
0.44,76,0.0013798427036952278
0.44,77,0.0012104631007815803
0.44,78,0.0010618605493705952
0.44,79,0.0009314898330726845
0.44,80,0.000817116738520662
0.44,81,0.0007167802364370287
0.44,82,0.0006287592190839117
0.44,83,0.0005515432550895354
0.44,84,0.0004838068840581567
0.44,85,0.00042438702835287764
0.44,86,0.0003722631485237464
0.44,87,0.0003265398125632992
0.44,88,0.0002864313880159376
0.44,89,0.0002512486004271224
0.44,90,0.00022038673214218663
0.44,91,0.000193315262467236
0.44,92,0.00016956877406574443
0.44,93,0.00014873897152934705
0.44,94,0.0001304676766422511
0.44,95,0.00011444068123677798
0.44,96,0.00010038235296497424
0.44,97,8.805090201344438e-05
0.44,98,7.72342279665978e-05
0.44,99,6.774627585622866e-05
0.46,0,0.001
0.46,1,0.0013166828571428571
0.46,2,0.0017333754148113987
0.46,3,0.0022814570471989806
0.46,4,0.00300200333008422
0.46,5,0.00394867266575471
0.46,6,0.005191371768961394
0.46,7,0.006820849903931052
0.46,8,0.008954352338714862
0.46,9,0.011742394264607534
0.46,10,0.015376556350980251
0.46,11,0.020097887461625646
0.46,12,0.026204933910113613
0.46,13,0.03405947327680421
0.46,14,0.04408658244734866
0.46,15,0.05676365025668284
0.46,16,0.07259053511881972
0.46,17,0.09203102255817924
0.46,18,0.11541586281342889
0.46,19,0.14280319122230017
0.46,20,0.17380718388642025
0.46,21,0.20743259889799254
0.46,22,0.24198559912043668
0.46,23,0.2751494654299965
0.46,24,0.30428549248210107
0.46,25,0.32692671051098016
0.46,26,0.3413104882983711
0.46,27,0.3467361836822521
0.46,28,0.34360580124299966
0.46,29,0.3331692273348645
0.46,30,0.3171262396598388
0.46,31,0.2972529299005711
0.46,32,0.27514775300010025
0.46,33,0.2521095608352994
0.46,34,0.22911368296898976
0.46,35,0.20684316331019936
0.46,36,0.18574215607542657
0.46,37,0.16607194783602958
0.46,38,0.14796043505301176
0.46,39,0.13144209743914526
0.46,40,0.11648859863992614
0.46,41,0.10303137824556031
0.46,42,0.0909778845448057
0.46,43,0.08022297056521795
0.46,44,0.07065671156219654
0.46,45,0.062169625237858454
0.46,46,0.05465603465755137
0.46,47,0.048016120268168504
0.46,48,0.04215705893794019
0.46,49,0.03699353696124685
0.46,50,0.03244784233538251
0.46,51,0.028449682158803145
0.46,52,0.024935827978319034
0.46,53,0.02184966092572069
0.46,54,0.01914066624822906
0.46,55,0.016763910937518067
0.46,56,0.014679526839396755
0.46,57,0.012852213604554592
0.46,58,0.011250770196906006
0.46,59,0.009847659742744425
0.46,60,0.008618609798854709
0.46,61,0.007542248292261778
0.46,62,0.006599774186244991
0.46,63,0.005774661174233393
0.46,64,0.005052392263346485
0.46,65,0.004420222887418279
0.46,66,0.0038669701166914204
0.46,67,0.0033828255586722147
0.46,68,0.0029591896366294636
0.46,69,0.0025885250638530643
0.46,70,0.002264227485441296
0.46,71,0.001980511422825081
0.46,72,0.0017323098211271207
0.46,73,0.0015151856602657417
0.46,74,0.0013252542439309346
0.46,75,0.0011591149240958846
0.46,76,0.0010137911514977106
0.46,77,0.0008866778641371579
0.46,78,0.0007754953363896308
0.46,79,0.0006782487111782022
0.46,80,0.0005931925274139197
0.46,81,0.0005187996352500755
0.46,82,0.0004537339633668967
0.46,83,0.0003968266662550058
0.46,84,0.00034705523603875444
0.46,85,0.00030352521348081475
0.46,86,0.0002654541771013558
0.46,87,0.00023215772844461768
0.46,88,0.00020303722599809902
0.46,89,0.0001775690506297095
0.46,90,0.00015529521212187287
0.46,91,0.00013581512986788935
0.46,92,0.00011877844143051727
0.46,93,0.00010387871078113491
0.46,94,9.084792393860105e-05
0.46,95,7.945167367522068e-05
0.46,96,6.94849471880194e-05
0.46,97,6.0768441354683464e-05
0.46,98,5.314533958860125e-05
0.46,99,4.647849253835371e-05
0.48,0,0.001
0.48,1,0.0013366628571428573
0.48,2,0.0017863599345101428
0.48,3,0.0023868004820111976
0.48,4,0.0031880839440442555
0.48,5,0.004256621889679936
0.48,6,0.00568018386618719
0.48,7,0.007574295063653371
0.48,8,0.010090179086517239
0.48,9,0.013424315412016326
0.48,10,0.017829390772922626
0.48,11,0.023625842790622267
0.48,12,0.03121214066770358
0.48,13,0.04107018948117212
0.48,14,0.05375956696770183
0.48,15,0.06989071288332022
0.48,16,0.0900633821740845
0.48,17,0.11475481923166483
0.48,18,0.14414680612650752
0.48,19,0.1778989980022877
0.48,20,0.21491374914178946
0.48,21,0.253189938034003
0.48,22,0.2899001294402859
0.48,23,0.3217915302381333
0.48,24,0.3458684532705453
0.48,25,0.3601178413174585
0.48,26,0.3639503831137209
0.48,27,0.3581668660883316
0.48,28,0.3445309310522666
0.48,29,0.32520749224425377
0.48,30,0.3023011932492363
0.48,31,0.27759083076312185
0.48,32,0.2524385697248653
0.48,33,0.22780792768060584
0.48,34,0.20433045266006186
0.48,35,0.18238329274042497
0.48,36,0.16215940734839096
0.48,37,0.14372422764503134
0.48,38,0.1270585187661303
0.48,39,0.11208950172583067
0.48,40,0.09871280260495699
0.48,41,0.08680756790677865
0.48,42,0.07624663440037238
0.48,43,0.06690318848469362
0.48,44,0.058654969273513005
0.48,45,0.051386774353091386
0.48,46,0.044991807724993046
0.48,47,0.03937225017400556
0.48,48,0.03443931827211395
0.48,49,0.03011299724207537
0.48,50,0.026321575657065117
0.48,51,0.023001069610875457
0.48,52,0.020094595633227276
0.48,53,0.01755173173970535
0.48,54,0.015327892110812454
0.48,55,0.013383731233037927
0.48,56,0.011684586665101086
0.48,57,0.010199965036337078
0.48,58,0.008903072819262788
0.48,59,0.007770391403109886
0.48,60,0.006781294715743952
0.48,61,0.00591770687470656
0.48,62,0.005163796935333281
0.48,63,0.004505707632133708
0.48,64,0.003931314998782316
0.48,65,0.0034300158455420884
0.48,66,0.002992540230920324
0.48,67,0.002610786259082386
0.48,68,0.0022776747468989528
0.48,69,0.0019870215215210237
0.48,70,0.0017334253225069647
0.48,71,0.0015121694863275857
0.48,72,0.0013191357823035222
0.48,73,0.0011507289459673456
0.48,74,0.0010038106178231565
0.48,75,0.0008756415425359548
0.48,76,0.0007638310162175548
0.48,77,0.0006662926884651011
0.48,78,0.0005812059320934852
0.48,79,0.0005069820881013459
0.48,80,0.0004422349773568917
0.48,81,0.00038575514479881107
0.48,82,0.00033648736758787887
0.48,83,0.00029351101652522096
0.48,84,0.00025602291101423276
0.48,85,0.00022332235265456272
0.48,86,0.000194798061917287
0.48,87,0.0001699167768909538
0.48,88,0.00014821330337438056
0.48,89,0.00012928183212949985
0.48,90,0.00011276836234625064
0.48,91,9.836409071101382e-05
0.48,92,8.579964326411546e-05
0.48,93,7.484004279300098e-05
0.48,94,6.528031811145472e-05
0.48,95,5.694167346443043e-05
0.48,96,4.966814668614224e-05
0.48,97,4.332369381357531e-05
0.48,98,3.77896457830983e-05
0.48,99,3.2962489758729e-05
0.5,0,0.001
0.5,1,0.0013566428571428573
0.5,2,0.0018401410202831636
0.5,3,0.0024953314283833444
0.5,4,0.003382659858572409
0.5,5,0.004583414532073593
0.5,6,0.006206546101220907
0.5,7,0.008397410763681406
0.5,8,0.011348712800017141
0.5,9,0.015313707323397707
0.5,10,0.020621212064731276
0.5,11,0.027690939726537786
0.5,12,0.03704576523271238
0.5,13,0.0493143778120359
0.5,14,0.06521304040256631
0.5,15,0.08548922731056965
0.5,16,0.11080481943884966
0.5,17,0.14153785891947207
0.5,18,0.1774999097152305
0.5,19,0.21761309940686888
0.5,20,0.2596678658793604
0.5,21,0.30035355675580744
0.5,22,0.3357331122798319
0.5,23,0.36213832910623023
0.5,24,0.3771547142413779
0.5,25,0.3802061469454165
0.5,26,0.3724595709855008
0.5,27,0.3561983708451718
0.5,28,0.33406683209146615
0.5,29,0.3085075145807921
0.5,30,0.28148477024508806
0.5,31,0.25442937454128345
0.5,32,0.22830072770636817
0.5,33,0.20368892970018704
0.5,34,0.18091536945412864
0.5,35,0.1601158884313147
0.5,36,0.14130374436558776
0.5,37,0.12441489777023226
0.5,38,0.10933950977781018
0.5,39,0.09594330254005394
0.5,40,0.0840817144465958
0.5,41,0.07360904054775057
0.5,42,0.06438413295451088
0.5,43,0.05627376935928549
0.5,44,0.04915445976432551
0.5,45,0.04291322243557317
0.5,46,0.0374476932151018
0.5,47,0.03266581661819582
0.5,48,0.02848528718696021
0.5,49,0.02483285441562006
0.5,50,0.021643566555286514
0.5,51,0.01886000245374617
0.5,52,0.016431522636059355
0.5,53,0.014313558564753238
0.5,54,0.012466950693300182
0.5,55,0.010857340337518857
0.5,56,0.00945461669879958
0.5,57,0.008232417996977229
0.5,58,0.007167684201588214
0.5,59,0.006240258002885038
0.5,60,0.005432530238538017
0.5,61,0.0047291258485193
0.5,62,0.004116626471441041
0.5,63,0.0035833259524941
0.5,64,0.0031190152589550125
0.5,65,0.0027147935616609734
0.5,66,0.0023629025180249563
0.5,67,0.0020565810695860613
0.5,68,0.0017899383354600834
0.5,69,0.001557842436691602
0.5,70,0.0013558233222406364
0.5,71,0.0011799878837092904
0.5,72,0.0010269458426244462
0.5,73,0.0008937450715919843
0.5,74,0.0007778151698482066
0.5,75,0.0006769182558519499
0.5,76,0.0005891060659219726
0.5,77,0.0005126825599107495
0.5,78,0.0004461713338851523
0.5,79,0.0003882872270698415
0.5,80,0.00033791158713586335
0.5,81,0.00029407072542951725
0.5,82,0.0002559171529833439
0.5,83,0.00022271324008374155
0.5,84,0.00019381698764605614
0.5,85,0.00016866963843686195
0.5,86,0.00014678489097049246
0.5,87,0.00012773950930235108
0.5,88,0.00011116514848527592
0.5,89,9.67412386245672e-05
0.5,90,8.418879068306621e-05
0.5,91,7.326500482029287e-05
0.5,92,6.375857742456204e-05
0.5,93,5.5485616399806266e-05
0.5,94,4.828608594985924e-05
0.5,95,4.202071228140382e-05
0.5,96,3.656829051444012e-05
0.5,97,3.182334081365764e-05
0.5,98,2.7694068482001038e-05
0.5,99,2.410058861693894e-05
0.52,0,0.001
0.52,1,0.0013766228571428572
0.52,2,0.0018947186242264124
0.52,3,0.0026070969302250217
0.52,4,0.0035859832680975507
0.52,5,0.004929892091142194
0.52,6,0.006772695398746907
0.52,7,0.009295371899735474
0.52,8,0.012740818352490458
0.52,9,0.017431738282993554
0.52,10,0.023790743793680996
0.52,11,0.032360004957211454
0.52,12,0.04381446771825388
0.52,13,0.05895716575513823
0.52,14,0.07867719086949358
0.52,15,0.10384181183916624
0.52,16,0.1350895020722837
0.52,17,0.1725030129608484
0.52,18,0.21519117051301156
0.52,19,0.260908729705308
0.52,20,0.3059656180594329
0.52,21,0.3457046688504012
0.52,22,0.37560383301926814
0.52,23,0.39260332740484866
0.52,24,0.3959472758907635
0.52,25,0.3870834813569039
0.52,26,0.3688168751804193
0.52,27,0.3443102880694008
0.52,28,0.316386417086302
0.52,29,0.28722893672669386
0.52,30,0.2583627403708348
0.52,31,0.23076301167422442
0.52,32,0.20499455977125666
0.52,33,0.18133632190093701
0.52,34,0.15987789102527195
0.52,35,0.14058905533015142
0.52,36,0.12336777507070823
0.52,37,0.10807233726741947
0.52,38,0.09454240733096612
0.52,39,0.08261248449902023
0.52,40,0.07212024183264608
0.52,41,0.06291146095474344
0.52,42,0.054842724330753455
0.52,43,0.04778264975101708
0.52,44,0.041612194066539744
0.52,45,0.03622437885680638
0.52,46,0.03152367295188907
0.52,47,0.027425187235679535
0.52,48,0.02385378347489462
0.52,49,0.02074316266929179
0.52,50,0.018034973970585566
0.52,51,0.015677968780992518
0.52,52,0.013627213658573948
0.52,53,0.011843368391171028
0.52,54,0.010292030872818117
0.52,55,0.008943147418600462
0.52,56,0.0077704853317959325
0.52,57,0.006751163509321978
0.52,58,0.005865236374908559
0.52,59,0.005095326282503602
0.52,60,0.004426299610082596
0.52,61,0.003844981980345917
0.52,62,0.0033399083410824044
0.52,63,0.0029011039746002637
0.52,64,0.002519892856172707
0.52,65,0.002188730128736339
0.52,66,0.0019010557943334502
0.52,67,0.0016511670356338937
0.52,68,0.0014341068699485373
0.52,69,0.0012455671021222097
0.52,70,0.0010818037815734237
0.52,71,0.0009395635833871326
0.52,72,0.0008160197251373276
0.52,73,0.0007087162016743723
0.52,74,0.000615519271239699
0.52,75,0.0005345752597709938
0.52,76,0.00046427386789016215
0.52,77,0.0004032162684907049
0.52,78,0.0003501873736135554
0.52,79,0.00030413172884853076
0.52,80,0.00026413256312119164
0.52,81,0.0002293935825943312
0.52,82,0.00019922315058071584
0.52,83,0.00017302054176688547
0.52,84,0.0001502639995198904
0.52,85,0.00013050036032735457
0.52,86,0.00011333604015728314
0.52,87,9.842920429093847e-05
0.52,88,8.548296548379861e-05
0.52,89,7.423947558819341e-05
0.52,90,6.44747934140207e-05
0.52,91,5.5994426949903965e-05
0.52,92,4.862946141252426e-05
0.52,93,4.2233196195378595e-05
0.52,94,3.667822387567028e-05
0.52,95,3.18538932063338e-05
0.52,96,2.7664105640960502e-05
0.52,97,2.402540156213748e-05
0.52,98,2.086529813863946e-05
0.52,99,1.81208457373594e-05
0.54,0,0.001
0.54,1,0.0013966028571428574
0.54,2,0.0019500926984358426
0.54,3,0.0027221440044762893
0.54,4,0.0037983098354195345
0.54,5,0.005296919532503848
0.54,6,0.007380961787943743
0.54,7,0.010273635963885634
0.54,8,0.014278081079155642
0.54,9,0.019801183012823104
0.54,10,0.027379885774965716
0.54,11,0.03770538497041079
0.54,12,0.051634958724817076
0.54,13,0.07017197475783372
0.54,14,0.09438186871709803
0.54,15,0.12519956947936983
0.54,16,0.16308482944987024
0.54,17,0.20752261933493085
0.54,18,0.2564783330172723
0.54,19,0.3060967496444901
0.54,20,0.35105656008784025
0.54,21,0.38580749783410684
0.54,22,0.4063102947915979
0.54,23,0.41131146825221165
0.54,24,0.4023712775678068
0.54,25,0.38280080148136336
0.54,26,0.35634548843941877
0.54,27,0.3262861974650722
0.54,28,0.2950893740995481
0.54,29,0.2644189047570644
0.54,30,0.235296285755763
0.54,31,0.20828191839341462
0.54,32,0.18362682274364553
0.54,33,0.16138458618533497
0.54,34,0.14148875978586217
0.54,35,0.1238043633540842
0.54,36,0.10816127741075952
0.54,37,0.0943754061188589
0.54,38,0.08226174481581686
0.54,39,0.07164215375697593
0.54,40,0.062349703467684967
0.54,41,0.05423082316280938
0.54,42,0.04714606188851979
0.54,43,0.040969993423943855
0.54,44,0.035590612285447076
0.54,45,0.030908446963569723
0.54,46,0.026835536393424238
0.54,47,0.02329436260263132
0.54,48,0.020216797332124888
0.54,49,0.01754309717422191
0.54,50,0.015220966459391794
0.54,51,0.0132046971244675
0.54,52,0.01145438836186383
0.54,53,0.00993524480942313
0.54,54,0.008616949603879149
0.54,55,0.007473107253073263
0.54,56,0.006480750620123731
0.54,57,0.005619906110040932
0.54,58,0.004873211238116332
0.54,59,0.004225579026106917
0.54,60,0.003663904040145806
0.54,61,0.003176805302253752
0.54,62,0.0027544017416472133
0.54,63,0.0023881162811239354
0.54,64,0.0020705050642983998
0.54,65,0.001795108713621739
0.54,66,0.001556322863011901
0.54,67,0.0013492855311190344
0.54,68,0.0011697791919748673
0.54,69,0.0010141456602662132
0.54,70,0.0008792121405805951
0.54,71,0.0007622269958650861
0.54,72,0.0006608039723141603
0.54,73,0.0005728737782564466
0.54,74,0.0004966420555626944
0.54,75,0.00043055290573978635
0.54,76,0.0003732572411464137
0.54,77,0.000323585326438031
0.54,78,0.00028052295802796464
0.54,79,0.00024319080148179958
0.54,80,0.00021082646963339156
0.54,81,0.000182768978970009
0.54,82,0.00015844526949693261
0.54,83,0.00013735851475490558
0.54,84,0.0001190779847163728
0.54,85,0.00010323025562165454
0.54,86,8.949158804171405e-05
0.54,87,7.758131810182379e-05
0.54,88,6.725612733502624e-05
0.54,89,5.830507446161472e-05
0.54,90,5.054528786483627e-05
0.54,91,4.381823096204639e-05
