beta,day,prop_infected
0.18,51,0.005889523851044287
0.18,52,0.006080730809539362
0.18,53,0.006277015240024818
0.18,54,0.006478432422647203
0.18,55,0.006685032136786361
0.18,56,0.006896858145150527
0.18,57,0.0071139476579774145
0.18,58,0.007336330778152459
0.18,59,0.007564029928263888
0.18,60,0.007797059260838862
0.18,61,0.008035424053245177
0.18,62,0.008279120088998579
0.18,63,0.008528133027485882
0.18,64,0.008782437764397777
0.18,65,0.009041997785461244
0.18,66,0.009306764516368093
0.18,67,0.009576676672111423
0.18,68,0.009851659609263362
0.18,69,0.010131624685052359
0.18,70,0.010416468627423594
0.18,71,0.010706072920587917
0.18,72,0.011000303210879149
0.18,73,0.011299008738042073
0.18,74,0.0116020217973592
0.18,75,0.011909157238287995
0.18,76,0.012220212005516247
0.18,77,0.01253496472854567
0.18,78,0.012853175366076535
0.18,79,0.013174584911582774
0.18,80,0.013498915166531438
0.18,81,0.013825868587705988
0.18,82,0.01415512821503375
0.18,83,0.014486357686187995
0.18,84,0.014819201344028973
0.18,85,0.015153284442661088
0.18,86,0.015488213457510946
0.18,87,0.015823576504370065
0.18,88,0.01615894387179432
0.18,89,0.016493868670608675
0.18,90,0.016827887603530853
0.18,91,0.017160521857102914
0.18,92,0.017491278117209012
0.18,93,0.01781964970846567
0.18,94,0.01814511785670486
0.18,95,0.018467153072638628
0.18,96,0.018785216653607547
0.18,97,0.019098762299085876
0.18,98,0.019407237834358354
0.18,99,0.019710087035512004
0.2,0,0.001
0.2,1,0.001056942857142857
0.2,2,0.0011170859678287346
0.2,3,0.0011806042245784058
0.2,4,0.0012476814929490193
0.2,5,0.0013185110022941222
0.2,6,0.0013932957449336496
0.2,7,0.0014722488827009171
0.2,8,0.0015555941596213198
0.2,9,0.001643566319239388
0.2,10,0.001736411524844772
0.2,11,0.0018343877805512042
0.2,12,0.0019377653508529894
0.2,13,0.002046827175918528
0.2,14,0.0021618692794771284
0.2,15,0.002283201165711252
0.2,16,0.002411146201078759
0.2,17,0.0025460419764560907
0.2,18,0.0026882406444112897
0.2,19,0.002838109225783122
0.2,20,0.0029960298790574977
0.2,21,0.003162400125293503
0.2,22,0.0033376330205578206
0.2,23,0.003522157266978062
0.2,24,0.003716417252623412
0.2,25,0.003920873009466937
0.2,26,0.0041360000776813404
0.2,27,0.004362289263473776
0.2,28,0.004600246276582563
0.2,29,0.004850391232448467
0.2,30,0.00511325800294745
0.2,31,0.005389393398445453
0.2,32,0.005679356162827056
0.2,33,0.005983715762081194
0.2,34,0.0063030509460249105
0.2,35,0.006637948061841899
0.2,36,0.006988999097342851
0.2,37,0.007356799431261558
0.2,38,0.007741945267532455
0.2,39,0.008145030730406013
0.2,40,0.008566644597508702
0.2,41,0.009007366648610656
0.2,42,0.009467763608999355
0.2,43,0.009948384668049405
0.2,44,0.010449756555908928
0.2,45,0.010972378164277657
0.2,46,0.011516714701116952
0.2,47,0.012083191373893224
0.2,48,0.012672186601695203
0.2,49,0.013284024763356266
0.2,50,0.013918968496617952
0.2,51,0.014577210572435622
0.2,52,0.015258865378775561
0.2,53,0.015963960059679892
0.2,54,0.016692425367941657
0.2,55,0.017444086303355873
0.2,56,0.01821865262306242
0.2,57,0.01901570932578741
0.2,58,0.01983470722757319
0.2,59,0.020674953762548992
0.2,60,0.02153560415805048
0.2,61,0.022415653148492358
0.2,62,0.02331392740631089
0.2,63,0.024229078880436804
0.2,64,0.0251595792424959
0.2,65,0.02610371564758772
0.2,66,0.027059588019368443
0.2,67,0.028025108067574165
0.2,68,0.02899800023941396
0.2,69,0.029975804793857606
0.2,70,0.030955883169267076
0.2,71,0.031935425789747784
0.2,72,0.03291146242388457
0.2,73,0.03388087517126011
0.2,74,0.03484041410766657
0.2,75,0.035786715569826995
0.2,76,0.03671632300564628
0.2,77,0.03762571025770499
0.2,78,0.03851130708736099
0.2,79,0.039369526686142325
0.2,80,0.0401967948620007
0.2,81,0.04098958053247321
0.2,82,0.04174442710694209
0.2,83,0.04245798429801115
0.2,84,0.04312703986941385
0.2,85,0.043748550806468216
0.2,86,0.04431967338619948
0.2,87,0.04483779162874654
0.2,88,0.04530054362995538
0.2,89,0.04570584530702241
0.2,90,0.046051911134027
0.2,91,0.04633727150100533
0.2,92,0.046560786397209016
0.2,93,0.04672165519429076
0.2,94,0.0468194223859775
0.2,95,0.046853979224731473
0.2,96,0.046825561280273126
0.2,97,0.04673474202699359
0.2,98,0.04658242264471383
0.2,99,0.04636981828770694
0.22,0,0.001
0.22,1,0.0010769228571428572
0.22,2,0.0011597107692935154
0.22,3,0.0012488025873072534
0.22,4,0.0013446686635013145
0.22,5,0.0014478128975873282
0.22,6,0.0015587748799733635
0.22,7,0.001678132130765021
0.22,8,0.0018065024313379495
0.22,9,0.0019445462436080382
0.22,10,0.0020929692100483243
0.22,11,0.0022525247250469818
0.22,12,0.002424016565317693
0.22,13,0.0026083015637068867
0.22,14,0.0028062923068319884
0.22,15,0.003018959832467316
0.22,16,0.0032473362974026077
0.22,17,0.003492517580564149
0.22,18,0.003755665779440017
0.22,19,0.004038011550220233
0.22,20,0.0043408562334845986
0.22,21,0.00466557369768812
0.22,22,0.0050136118220604695
0.22,23,0.005386493528823685
0.22,24,0.005785817261837659
0.22,25,0.0062132567949351476
0.22,26,0.006670560238379693
0.22,27,0.007159548096198645
0.22,28,0.007682110210806522
0.22,29,0.008240201414623123
0.22,30,0.008835835691691241
0.22,31,0.009471078636117354
0.22,32,0.010148037979144882
0.22,33,0.010868851943636003
0.22,34,0.011635675174679573
0.22,35,0.012450661989154113
0.22,36,0.01331594668676221
0.22,37,0.014233620671938164
0.22,38,0.01520570615194582
0.22,39,0.01623412620344658
0.22,40,0.017320671039992054
0.22,41,0.018466960368522273
0.22,42,0.019674401796249033
0.22,43,0.020944145342340396
0.22,44,0.022277034223335213
0.22,45,0.023673552218403133
0.22,46,0.02513376808082707
0.22,47,0.026657277644737954
0.22,48,0.02824314447909509
0.22,49,0.029889840160383555
0.22,50,0.03159518546568582
0.22,51,0.033356294020621256
0.22,52,0.03516952016168576
0.22,53,0.03703041297693582
0.22,54,0.03893367865774528
0.22,55,0.04087315341080582
0.22,56,0.042841789225966286
0.22,57,0.04483165475432134
0.22,58,0.04683395340601738
0.22,59,0.04883906051542364
0.22,60,0.050836581034279384
0.22,61,0.05281542869935799
0.22,62,0.0547639269863671
0.22,63,0.056669931421776794
0.22,64,0.058520972004397265
0.22,65,0.060304413623714054
0.22,66,0.06200763149543419
0.22,67,0.06361819781563764
0.22,68,0.06512407511543866
0.22,69,0.0665138112290992
0.22,70,0.06777673041560009
0.22,71,0.06890311503248724
0.22,72,0.06988437227353508
0.22,73,0.0707131808542336
0.22,74,0.07138361314941681
0.22,75,0.07189122912616097
0.22,76,0.07223313942752628
0.22,77,0.07240803609188412
0.22,78,0.07241619057411368
0.22,79,0.07225941990234136
0.22,80,0.07194102289375456
0.22,81,0.07146568930992597
0.22,82,0.0708393856123966
0.22,83,0.07006922155363042
0.22,84,0.06916330219283333
0.22,85,0.06813057006140531
0.22,86,0.0669806421331346
0.22,87,0.06572364600453962
0.22,88,0.06437005929353504
0.22,89,0.06293055575669261
0.22,90,0.061415861044845664
0.22,91,0.05983662040019998
0.22,92,0.0582032799783787
0.22,93,0.056525982883745704
0.22,94,0.054814480457787584
0.22,95,0.05307805887398784
0.22,96,0.05132548067827394
0.22,97,0.049564940576213655
0.22,98,0.047804034506641904
0.22,99,0.04604974085271726
0.24,0,0.001
0.24,1,0.0010969028571428572
0.24,2,0.0012031327595851964
0.24,3,0.0013195746087478243
0.24,4,0.0014471946478863845
0.24,5,0.0015870474051678368
0.24,6,0.0017402831184745748
0.24,7,0.001908155651106776
0.24,8,0.0020920309013811368
0.24,9,0.002293395701109291
0.24,10,0.0025138671877106057
0.24,11,0.0027552026218431542
0.24,12,0.0030193096064331714
0.24,13,0.0033082566432914248
0.24,14,0.0036242839395017033
0.24,15,0.003969814346762921
0.24,16,0.00434746428211199
0.24,17,0.004760054437149442
0.24,18,0.0052106200342024525
0.24,19,0.005702420330957456
0.24,20,0.006238947009185753
0.24,21,0.006823931007581888
0.24,22,0.007461347272933641
0.24,23,0.008155416807637903
0.24,24,0.00891060528520074
0.24,25,0.009731617389663296
0.24,26,0.010623385911568363
0.24,27,0.011591054504921225
0.24,28,0.0126399528808131
0.24,29,0.013775563089938141
0.24,30,0.015003475436251178
0.24,31,0.0163293324780968
0.24,32,0.017758759524749684
0.24,33,0.019297280041993367
0.24,34,0.020950214459855246
0.24,35,0.022722561051624113
0.24,36,0.024618857850934223
0.24,37,0.026643025019454602
0.24,38,0.028798187697561446
0.24,39,0.031086480187229894
0.24,40,0.03350883334663807
0.24,41,0.036064748325023856
0.24,42,0.03875206122334503
0.24,43,0.04156670489849097
0.24,44,0.04450247587581296
0.24,45,0.047550816103910515
0.24,46,0.050700620949343335
0.24,47,0.0539380862255548
0.24,48,0.05724660798977735
0.24,49,0.0606067491175738
0.24,50,0.06399628607277452
0.24,51,0.06739034765430922
0.24,52,0.07076165470200951
0.24,53,0.07408086575170401
0.24,54,0.07731702853487533
0.24,55,0.08043813124638853
0.24,56,0.08341174102342247
0.24,57,0.08620571058288208
0.24,58,0.08878892803230994
0.24,59,0.0911320801055811
0.24,60,0.09320839603565154
0.24,61,0.09499433839135583
0.24,62,0.09647020870655688
0.24,63,0.09762063960829306
0.24,64,0.09843495114082423
0.24,65,0.09890735658832145
0.24,66,0.09903701165211187
0.24,67,0.09882790958324936
0.24,68,0.09828863306008892
0.24,69,0.09743198058379897
0.24,70,0.09627449046078822
0.24,71,0.09483588877728898
0.24,72,0.09313848909246569
0.24,73,0.0912065710227182
0.24,74,0.08906576275366426
0.24,75,0.08674244918634927
0.24,76,0.0842632233282374
0.24,77,0.0816543940933108
0.24,78,0.07894155924434668
0.24,79,0.07614924808441223
0.24,80,0.07330063488879988
0.24,81,0.07041732108410485
0.24,82,0.06751918187485537
0.24,83,0.06462427137746371
0.24,84,0.06174877929062772
0.24,85,0.058907031627869415
0.24,86,0.05611152796548664
0.24,87,0.05337300791923791
0.24,88,0.05070054006246039
0.24,89,0.04810162715440458
0.24,90,0.045582322290845176
0.24,91,0.0431473513639005
0.24,92,0.04080023798226905
0.24,93,0.03854342772665362
0.24,94,0.03637840927818341
0.24,95,0.03430583054875341
0.24,96,0.032325608456513936
0.24,97,0.03043703142725164
0.24,98,0.028638854066508342
0.24,99,0.02692938374360498
0.26,0,0.001
0.26,1,0.0011168828571428572
0.26,2,0.0012473518907997303
0.26,3,0.0013929676489644392
0.26,4,0.0015554653045018654
0.26,5,0.0017367730470203616
0.26,6,0.0019390321229265303
0.26,7,0.0021646185957219614
0.26,8,0.0024161668790863267
0.26,9,0.002696595067381218
0.26,10,0.0030091320497212543
0.26,11,0.0033573463420732462
0.26,12,0.0037451765038487793
0.26,13,0.00417696291749791
0.26,14,0.004657480597464121
0.26,15,0.005191972553711479
0.26,16,0.005786183059521401
0.26,17,0.006446389957562274
0.26,18,0.007179434876282484
0.26,19,0.007992749914451293
0.26,20,0.00889437897972788
0.26,21,0.009892991533351709
0.26,22,0.010997885995671454
0.26,23,0.01221897950834643
0.26,24,0.013566780136479249
0.26,25,0.015052336943650487
0.26,26,0.016687162711941234
0.26,27,0.018483123449273192
0.26,28,0.020452288287920735
0.26,29,0.022606733013259418
0.26,30,0.024958290378631766
0.26,31,0.02751824069587573
0.26,32,0.030296937103207768
0.26,33,0.03330336158546034
0.26,34,0.0365446104480813
0.26,35,0.040025311706620305
0.26,36,0.04374698188647324
0.26,37,0.047707336088013516
0.26,38,0.05189957277768243
0.26,39,0.05631166333840133
0.26,40,0.0609256854232425
0.26,41,0.0657172477829473
0.26,42,0.07065506136074727
0.26,43,0.07570071569815914
0.26,44,0.08080871957818608
0.26,45,0.08592685893344229
0.26,46,0.09099691231414689
0.26,47,0.09595574427801982
0.26,48,0.10073677055188966
0.26,49,0.10527175752962406
0.26,50,0.1094928856083249
0.26,51,0.113334974953642
0.26,52,0.11673774786113417
0.26,53,0.11964798795207568
0.26,54,0.12202145589097205
0.26,55,0.12382443522160147
0.26,56,0.12503480921476945
0.26,57,0.12564260715035075
0.26,58,0.12565000150623232
0.26,59,0.12507078067647365
0.26,60,0.12392935993231344
0.26,61,0.12225942233734141
0.26,62,0.12010229888011568
0.26,63,0.11750520269433128
0.26,64,0.11451942704997523
0.26,65,0.11119860315554154
0.26,66,0.1075970946517525
0.26,67,0.10376858399003382
0.26,68,0.09976488428259912
0.26,69,0.09563499065756764
0.26,70,0.09142436890126748
0.26,71,0.0871744667930887
0.26,72,0.08292242506019898
0.26,73,0.07870095993955586
0.26,74,0.07453838734807412
0.26,75,0.07045875895415024
0.26,76,0.06648208235019532
0.26,77,0.06262460045412449
0.26,78,0.058899108730371075
0.26,79,0.05531529244423957
0.26,80,0.05188006968126466
0.26,81,0.048597929102660115
0.26,82,0.045471254270638695
0.26,83,0.04250062882147231
0.26,84,0.039685118787617366
0.26,85,0.03702252999712319
0.26,86,0.03450963974826493
0.26,87,0.03214240291663655
0.26,88,0.02991613334932925
0.26,89,0.027825661882978255
0.26,90,0.025865472632045146
0.26,91,0.024029819368263698
0.26,92,0.022312823883797277
0.26,93,0.02070855822606751
0.26,94,0.019211112633203
0.26,95,0.01781465090301316
0.26,96,0.016513454808916316
0.26,97,0.015301959043756568
0.26,98,0.01417477803471826
0.26,99,0.013126725835255797
0.28,0,0.001
0.28,1,0.0011368628571428571
0.28,2,0.0012923681150330685
0.28,3,0.0014690290459755903
0.28,4,0.0016696901279957712
0.28,5,0.0018975684574018801
0.28,6,0.002156299677378906
0.28,7,0.002449988712265897
0.28,8,0.0027832655463248465
0.28,9,0.003161346204345436
0.28,10,0.003590098969540755
0.28,11,0.004076115699664626
0.28,12,0.0046267878601156595
0.28,13,0.005250386564819043
0.28,14,0.005956145480288189
0.28,15,0.006754344880329785
0.28,16,0.0076563944099478495
0.28,17,0.008674911196211532
0.28,18,0.009823788799404204
0.28,19,0.011118251099910197
0.28,20,0.012574883541906508
0.28,21,0.014211632194541505
0.28,22,0.016047758859151728
0.28,23,0.018103737998996138
0.28,24,0.02040107870344389
0.28,25,0.022962052407097974
0.28,26,0.0258093049554878
0.28,27,0.028965330263018393
0.28,28,0.03245178281981925
0.28,29,0.03628860841043924
0.28,30,0.04049297749809444
0.28,31,0.04507801478818512
0.28,32,0.05005133247868137
0.28,33,0.05541339438153342
0.28,34,0.061155763704987126
0.28,35,0.06725931819686809
0.28,36,0.07369255065865178
0.28,37,0.0804101070059231
0.28,38,0.08735174272743672
0.28,39,0.09444189485429358
0.28,40,0.10159006266579129
0.28,41,0.10869215925322243
0.28,42,0.1156329333398769
0.28,43,0.12228946693551264
0.28,44,0.12853563671781906
0.28,45,0.13424729994337897
0.28,46,0.1393078494314619
0.28,47,0.14361369910806254
0.28,48,0.1470792310351214
0.28,49,0.14964076759275824
0.28,50,0.1512592271081761
0.28,51,0.15192126347064994
0.28,52,0.15163885606772284
0.28,53,0.15044747767145814
0.28,54,0.14840309938579166
0.28,55,0.14557837634484844
0.28,56,0.14205838934956722
0.28,57,0.13793630031131404
0.28,58,0.1333092250252545
0.28,59,0.1282745507076969
0.28,60,0.12292684288791934
0.28,61,0.11735540867410668
0.28,62,0.11164251894860988
0.28,63,0.10586224433336558
0.28,64,0.10007982905779621
0.28,65,0.09435151115796907
0.28,66,0.08872469358036265
0.28,67,0.0832383753112268
0.28,68,0.07792376143964211
0.28,69,0.07280498350337784
0.28,70,0.06789987464486096
0.28,71,0.06322075673299744
0.28,72,0.058775207922075245
0.28,73,0.05456678875522396
0.28,74,0.050595712786681735
0.28,75,0.04685945387916244
0.28,76,0.04335328701232656
0.28,77,0.04007076284106258
0.28,78,0.0370041186003476
0.28,79,0.03414462948482506
0.28,80,0.031482905528287794
0.28,81,0.029009139433504885
0.28,82,0.026713310888931568
0.28,83,0.024585352760968175
0.28,84,0.022615284249819845
0.28,85,0.020793315704828595
0.28,86,0.019109929356275878
0.28,87,0.017555939767044712
0.28,88,0.01612253736113801
0.28,89,0.01480131796123757
0.28,90,0.01358430087298473
0.28,91,0.012463937694107157
0.28,92,0.011433113703651715
0.28,93,0.010485143400175865
0.28,94,0.009613761506266727
0.28,95,0.008813110537869241
0.28,96,0.008077725847850109
0.28,97,0.0074025188910595415
0.28,98,0.006782759319929646
0.28,99,0.006214056402525448
0.3,0,0.001
0.3,1,0.001156842857142857
0.3,2,0.001338181384381163
0.3,3,0.0015478061153746461
0.3,4,0.0017900822386639498
0.3,5,0.002070032682939596
0.3,6,0.00239343183599218
0.3,7,0.002766910772890732
0.3,8,0.003198074752883188
0.3,9,0.003695633533158673
0.3,10,0.004269544704608697
0.3,11,0.004931169733221664
0.3,12,0.00569344163132436
0.3,13,0.00657104211160256
0.3,14,0.007580584603761705
0.3,15,0.008740797532613288
0.3,16,0.010072699646703273
0.3,17,0.011599755819069298
0.3,18,0.013347997490137153
0.3,19,0.015346086684943125
0.3,20,0.01762529626859386
0.3,21,0.02021937187068975
0.3,22,0.02316423296075167
0.3,23,0.026497462425519935
0.3,24,0.030257526626448802
0.3,25,0.03448266279097914
0.3,26,0.039209369882984256
0.3,27,0.04447044573107604
0.3,28,0.0502925307947293
0.3,29,0.05669315155071515
0.3,30,0.06367730785940826
0.3,31,0.07123372117547037
0.3,32,0.07933095333879776
0.3,33,0.08791371295944507
0.3,34,0.09689977492434088
0.3,35,0.10617802685049442
0.3,36,0.1156081957302052
0.3,37,0.125022767146784
0.3,38,0.13423146249835333
0.3,39,0.1430283777828194
0.3,40,0.1512015296922444
0.3,41,0.158544153481963
0.3,42,0.16486673302883958
0.3,43,0.17000850756445476
0.3,44,0.17384716533579994
0.3,45,0.1763056308724798
0.3,46,0.17735524902302413
0.3,47,0.17701518099635252
0.3,48,0.17534834255467216
0.3,49,0.1724546263578871
0.3,50,0.16846239036719213
0.3,51,0.16351924427723982
0.3,52,0.15778305445659124
0.3,53,0.15141387141517254
0.3,54,0.14456722572741257
0.3,55,0.13738899172127148
0.3,56,0.1300118173017933
0.3,57,0.1225529775767007
0.3,58,0.11511342870703302
0.3,59,0.10777780658407335
0.3,60,0.10061511881174054
0.3,61,0.09367990455406199
0.3,62,0.08701367394870718
0.3,63,0.08064647892908505
0.3,64,0.0745985053075423
0.3,65,0.06888160907821148
0.3,66,0.06350074701094557
0.3,67,0.05845527271226716
0.3,68,0.053740085009446145
0.3,69,0.04934662662177662
0.3,70,0.0452637385291903
0.3,71,0.04147838008265636
0.3,72,0.03797622745700632
0.3,73,0.0347421641246002
0.3,74,0.03176067709800634
0.3,75,0.029016172108069272
0.3,76,0.026493219912219975
0.3,77,0.024176744753106005
0.3,78,0.022052164737976533
0.3,79,0.020105492669629594
0.3,80,0.01832340468321417
0.3,81,0.016693282960244537
0.3,82,0.015203237816609483
0.3,83,0.013842113599399256
0.3,84,0.01259948207550564
0.3,85,0.011465626346547039
0.3,86,0.010431517770854735
0.3,87,0.009488787904167852
0.3,88,0.00862969707630534
0.3,89,0.007847100891760314
0.3,90,0.007134415668910307
0.3,91,0.006485583607198249
0.3,92,0.005895038286939618
0.3,93,0.005357670955958494
0.3,94,0.004868797935493846
0.3,95,0.004424129379964334
0.3,96,0.004019739547149142
0.3,97,0.003652038673666188
0.3,98,0.00331774650238177
0.3,99,0.00301386747111114
0.32,0,0.001
0.32,1,0.0011768228571428572
0.32,2,0.0013847916509399669
0.32,3,0.0016293461499506472
0.32,4,0.001916858371483808
0.32,5,0.002254785476900588
0.32,6,0.0026518450752110656
0.32,7,0.0031182151558360226
0.32,8,0.0036657606291975553
0.32,9,0.0043082879482648495
0.32,10,0.005061828398768008
0.32,11,0.005944949225300412
0.32,12,0.006979089602386611
0.32,13,0.008188915305590619
0.32,14,0.009602681468344774
0.32,15,0.011252586645179358
0.32,16,0.013175093113721
0.32,17,0.015411177496345352
0.32,18,0.018006461987255078
0.32,19,0.021011159537804237
0.32,20,0.024479746479892744
0.32,21,0.028470254153234488
0.32,22,0.03304304917736113
0.32,23,0.038258953777213035
0.32,24,0.04417654900304826
0.32,25,0.050848513503397585
0.32,26,0.058316890253336584
0.32,27,0.06660725681729106
0.32,28,0.07572191438738582
0.32,29,0.08563241491574483
0.32,30,0.09627200979133724
0.32,31,0.10752890217669725
0.32,32,0.11924146376674233
0.32,33,0.13119674998000486
0.32,34,0.14313361011289896
0.32,35,0.1547513442198447
0.32,36,0.1657241635916442
0.32,37,0.1757207252647384
0.32,38,0.18442691789381396
0.32,39,0.19156916250632622
0.32,40,0.19693505877264392
0.32,41,0.20038845201151292
0.32,42,0.20187691021942497
0.32,43,0.20143095254105123
0.32,44,0.19915578798309083
0.32,45,0.19521743664247582
0.32,46,0.18982568305862896
0.32,47,0.18321631613387612
0.32,48,0.17563467218422507
0.32,49,0.16732182854827937
0.32,50,0.15850409961458448
0.32,51,0.1493859073273179
0.32,52,0.1401456989029794
0.32,53,0.1309343674075811
0.32,54,0.12187556097704609
0.32,55,0.11306729607718101
0.32,56,0.10458437475121199
0.32,57,0.09648121134284483
0.32,58,0.08879477870162639
0.32,59,0.0815474754568386
0.32,60,0.07474978985387819
0.32,61,0.06840269158331436
0.32,62,0.06249972301770571
0.32,63,0.05702878823749444
0.32,64,0.05197365519461256
0.32,65,0.04731519602239356
0.32,66,0.04303239505850822
0.32,67,0.03910315530952386
0.32,68,0.03550493311248582
0.32,69,0.03221522853795981
0.32,70,0.029211956245616795
0.32,71,0.026473718453323393
0.32,72,0.023979998668609965
0.32,73,0.02171129200686118
0.32,74,0.01964918536187842
0.32,75,0.017776398433204676
0.32,76,0.016076794653065947
0.32,77,0.01453536937887702
0.32,78,0.013138221300527768
0.32,79,0.011872511826517256
0.32,80,0.010726416229997312
0.32,81,0.009689069526604812
0.32,82,0.008750509394485836
0.32,83,0.007901617909742281
0.32,84,0.007134063437120279
0.32,85,0.006440243668358273
0.32,86,0.005813230524065547
0.32,87,0.005246717416496279
0.32,88,0.004734969199373511
0.32,89,0.0042727749980492735
0.32,90,0.0038554040113470047
0.32,91,0.00347856429931093
0.32,92,0.0031383645137735058
0.32,93,0.002831278487054662
0.32,94,0.0025541125648976108
0.32,95,0.002303975550229885
0.32,96,0.002078251112340399
0.32,97,0.0018745725098365286
0.32,98,0.001690799473891866
0.32,99,0.00152499709970278
0.34,0,0.001
0.34,1,0.0011968028571428572
0.34,2,0.0014321988668054308
0.34,3,0.0017136964193091887
0.34,4,0.0020502388647784036
0.34,5,0.002452467587336693
0.34,6,0.0029330284459049218
0.34,7,0.003506926560876325
0.34,8,0.004191933948647479
0.34,9,0.005009053365673278
0.34,10,0.005983039586866387
0.34,11,0.007142975751865751
0.34,12,0.008522896753494576
0.34,13,0.010162443117678133
0.34,14,0.01210751643410895
0.34,15,0.014410889955855273
0.34,16,0.017132704196841923
0.34,17,0.020340745998736826
0.34,18,0.024110369842839027
0.34,19,0.02852387247997705
0.34,20,0.033669078716883905
0.34,21,0.03963684355807578
0.34,22,0.04651713558759161
0.34,23,0.054393357917665926
0.34,24,0.06333461483444637
0.34,25,0.0733857815015311
0.34,26,0.08455552095819323
0.34,27,0.09680284763753039
0.34,28,0.11002345782432853
0.34,29,0.12403776989826047
0.34,30,0.13858328363883238
0.34,31,0.15331422171738343
0.34,32,0.16781114504539338
0.34,33,0.18160208194304545
0.34,34,0.19419465133729724
0.34,35,0.2051160422780542
0.34,36,0.21395527542985593
0.34,37,0.22040082751726614
0.34,38,0.2242671202696581
0.34,39,0.2255056073345978
0.34,40,0.22419954981399498
0.34,41,0.22054492781760693
0.34,42,0.2148222553285102
0.34,43,0.20736484041497302
0.34,44,0.19852839157401433
0.34,45,0.18866536876634807
0.34,46,0.1781057593391324
0.34,47,0.16714450298167585
0.34,48,0.15603481744012948
0.34,49,0.14498619426967477
0.34,50,0.1341657287481169
0.34,51,0.12370157547684377
0.34,52,0.11368755649201004
0.34,53,0.1041882063761533
0.34,54,0.09524377107322207
0.34,55,0.08687486387066129
0.34,56,0.07908662036543311
0.34,57,0.07187228981940204
0.34,58,0.06521626190390531
0.34,59,0.0590965643130642
0.34,60,0.05348688571181272
0.34,61,0.048358185934531776
0.34,62,0.04367995563092081
0.34,63,0.03942118371320076
0.34,64,0.035551085025076826
0.34,65,0.03203963392418995
0.34,66,0.028857942729864125
0.34,67,0.02597851767687437
0.34,68,0.023375419351163444
0.34,69,0.021024349643751456
0.34,70,0.0189026830412296
0.34,71,0.016989456526758803
0.34,72,0.01526532942422436
0.34,73,0.013712522102550351
0.34,74,0.012314740490533825
0.34,75,0.011057091763770743
0.34,76,0.00992599529075072
0.34,77,0.00890909190967928
0.34,78,0.007995153803804151
0.34,79,0.007173996611197686
0.34,80,0.006436394911949398
0.34,81,0.005774001854195155
0.34,82,0.005179273387926118
0.34,83,0.004645397353805363
0.34,84,0.004166227508457339
0.34,85,0.003736222445929319
0.34,86,0.0033503892876480543
0.34,87,0.0030042319525210013
0.34,88,0.002693703778731408
0.34,89,0.002415164244384736
0.34,90,0.0021653395216335147
0.34,91,0.001941286595210943
0.34,92,0.0017403606790688106
0.34,93,0.0015601856721953952
0.34,94,0.0013986274052542496
0.34,95,0.001253769442336991
0.34,96,0.0011238912160263694
0.34,97,0.0010074482884906372
0.34,98,0.0009030545460094275
0.34,99,0.0008094661488244977
0.36,0,0.001
0.36,1,0.0012167828571428571
0.36,2,0.0014804029840735072
0.36,3,0.0018009041694934014
0.36,4,0.002190447648505017
0.36,5,0.002663741038798849
0.36,6,0.003238545721578639
0.36,7,0.003936272837180904
0.36,8,0.004782677155543332
0.36,9,0.005808655623160464
0.36,10,0.007051152510368577
0.36,11,0.008554164556017568
0.36,12,0.010369825644541312
0.36,13,0.01255952912397693
0.36,14,0.015195014077495546
0.36,15,0.01835929641478929
0.36,16,0.022147263170112588
0.36,17,0.02666566626332515
0.36,18,0.03203215002793602
0.36,19,0.03837283019662148
0.36,20,0.045817825685837726
0.36,21,0.05449405909827669
0.36,22,0.06451464028561571
0.36,23,0.0759643089016298
0.36,24,0.08888083805529566
0.36,25,0.10323309322612927
0.36,26,0.11889764868424162
0.36,27,0.13563740310578212
0.36,28,0.15308718910351343
0.36,29,0.17075233173298218
0.36,30,0.18802566897811765
0.36,31,0.20422600457797332
0.36,32,0.21865625083288254
0.36,33,0.23067365984783264
0.36,34,0.23975962663504094
0.36,35,0.2455749173608244
0.36,36,0.2479890835011184
0.36,37,0.24707946045860443
0.36,38,0.2431029002939707
0.36,39,0.2364492618365044
0.36,40,0.22758790880512336
0.36,41,0.21701715049798473
0.36,42,0.20522314250280604
0.36,43,0.19265096527213404
0.36,44,0.1796876050314805
0.36,45,0.16665480649476874
0.36,46,0.1538091233326836
0.36,47,0.1413465919629129
0.36,48,0.1294099247240714
0.36,49,0.11809669143666648
0.36,50,0.1074674830947965
0.36,51,0.09755346649117305
0.36,52,0.08836303559126583
0.36,53,0.07988746103354047
0.36,54,0.07210555746710208
0.36,55,0.06498745267471229
0.36,56,0.05849757125381218
0.36,57,0.05259695275167012
0.36,58,0.047245018978787995
0.36,59,0.04240089386522318
0.36,60,0.03802436544173783
0.36,61,0.03407656550741708
0.36,62,0.030520429456298497
0.36,63,0.027320987117922326
0.36,64,0.024445525490199883
0.36,65,0.021863655871569215
0.36,66,0.01954731099338143
0.36,67,0.017470692130356968
0.36,68,0.015610181636109647
0.36,69,0.013944232731710814
0.36,70,0.012453245506452406
0.36,71,0.01111943583158469
0.36,72,0.00992670212175967
0.36,73,0.008860493507097113
0.36,74,0.007907681920708436
0.36,75,0.007056439796739041
0.36,76,0.006296124459744852
0.36,77,0.005617169825187888
0.36,78,0.005010985689263529
0.36,79,0.004469864637351911
