day,alpha,prop_infected
71,0.6400000000000001,0.0011236304549523996
72,0.6400000000000001,0.0009918254155421012
73,0.6400000000000001,0.0008755043018094232
74,0.6400000000000001,0.000772845703368388
75,0.6400000000000001,0.0006822426327104271
76,0.6400000000000001,0.0006022772975828052
77,0.6400000000000001,0.0005316988309469171
78,0.6400000000000001,0.0004694036351256929
79,0.6400000000000001,0.00041441803573293213
80,0.6400000000000001,0.00036588297575511114
81,0.6400000000000001,0.00032304051112805007
82,0.6400000000000001,0.0002852218966923567
83,0.6400000000000001,0.00025183707587151034
84,0.6400000000000001,0.00022236540911583407
85,0.6400000000000001,0.0001963474953878605
86,0.6400000000000001,0.00017337795799641123
87,0.6400000000000001,0.00015309908115933388
88,0.6400000000000001,0.00013519519700563846
89,0.6400000000000001,0.0001193877345119663
90,0.6400000000000001,0.00010543085228074069
91,0.6400000000000001,9.310758626419714e-05
92,0.6400000000000001,8.222645165906638e-05
93,0.6400000000000001,7.261844536496796e-05
94,0.6400000000000001,6.413440172578028e-05
95,0.6400000000000001,5.6642659855216045e-05
96,0.6400000000000001,5.002700577230722e-05
97,0.6400000000000001,4.418485691635326e-05
98,0.6400000000000001,3.9025660442148914e-05
99,0.6400000000000001,3.4469480075173806e-05
100,0.6400000000000001,3.0445749286107353e-05
1,0.6600000000000001,0.001
2,0.6600000000000001,0.0015519548571428573
3,0.6600000000000001,0.002387946188109489
4,0.6600000000000001,0.0036529464052568175
5,0.6600000000000001,0.00556409508363079
6,0.6600000000000001,0.008444272443060044
7,0.6600000000000001,0.012768255971430312
8,0.6600000000000001,0.019222163381084827
9,0.6600000000000001,0.028770778160541403
10,0.6600000000000001,0.04271217668181376
11,0.6600000000000001,0.06266769634780327
12,0.6600000000000001,0.09040293018895038
13,0.6600000000000001,0.127318983505517
14,0.6600000000000001,0.17347615333893868
15,0.6600000000000001,0.22630247605975734
16,0.6600000000000001,0.2798318500324155
17,0.6600000000000001,0.3258800495960045
18,0.6600000000000001,0.35749774199397877
19,0.6600000000000001,0.37223274311283383
20,0.6600000000000001,0.3721795520039118
21,0.6600000000000001,0.3614474945161358
22,0.6600000000000001,0.34393383664502925
23,0.6600000000000001,0.3225392474692155
24,0.6600000000000001,0.299233160231263
25,0.6600000000000001,0.2753186168174967
26,0.6600000000000001,0.25165327933231696
27,0.6600000000000001,0.22879592118248238
28,0.6600000000000001,0.20709968408608237
29,0.6600000000000001,0.1867731849651447
30,0.6600000000000001,0.1679225005574253
31,0.6600000000000001,0.15058119674613302
32,0.6600000000000001,0.13473234278558097
33,0.6600000000000001,0.12032481813820647
34,0.6600000000000001,0.1072853927410551
35,0.6600000000000001,0.09552761457711396
36,0.6600000000000001,0.08495826939699513
37,0.6600000000000001,0.07548199620143546
38,0.6600000000000001,0.06700450933017665
39,0.6600000000000001,0.05943477608366779
40,0.6600000000000001,0.052686419026422
41,0.6600000000000001,0.04667854941480715
42,0.6600000000000001,0.04133618905152335
43,0.6600000000000001,0.03659039957982277
44,0.6600000000000001,0.03237820858808487
45,0.6600000000000001,0.028642399091620526
46,0.6600000000000001,0.025331211520302793
47,0.6600000000000001,0.022397994080944145
48,0.6600000000000001,0.01980082733706544
49,0.6600000000000001,0.017502141310670623
50,0.6600000000000001,0.015468337778276282
51,0.6600000000000001,0.013669426254326855
52,0.6600000000000001,0.01207867907979363
53,0.6600000000000001,0.010672308793443209
54,0.6600000000000001,0.00942916935200171
55,0.6600000000000001,0.008330481625879207
56,0.6600000000000001,0.007359582809373096
57,0.6600000000000001,0.0065016988572548715
58,0.6600000000000001,0.005743738724351236
59,0.6600000000000001,0.005074108989032083
60,0.6600000000000001,0.004482547346180031
61,0.6600000000000001,0.003959973430830807
62,0.6600000000000001,0.0034983554583077033
63,0.6600000000000001,0.0030905912240694585
64,0.6600000000000001,0.002730402084692057
65,0.6600000000000001,0.0024122386317022024
66,0.6600000000000001,0.0021311968661111777
67,0.6600000000000001,0.0018829437790344578
68,0.6600000000000001,0.001663651339666336
69,0.6600000000000001,0.0014699379840668002
70,0.6600000000000001,0.0012988167854145352
71,0.6600000000000001,0.0011476495678342984
72,0.6600000000000001,0.0010141063012600658
73,0.6600000000000001,0.0008961291839653934
74,0.6600000000000001,0.000791900882488954
75,0.6600000000000001,0.0006998164559435349
76,0.6600000000000001,0.0006184585434392511
77,0.6600000000000001,0.000546575439941408
78,0.6600000000000001,0.00048306172770766573
79,0.6600000000000001,0.0004269411678999868
80,0.6600000000000001,0.0003773515904292073
81,0.6600000000000001,0.00033353154993362455
82,0.6600000000000001,0.0002948085423671166
83,0.6600000000000001,0.0002605886003031783
84,0.6600000000000001,0.00023034710605041514
85,0.6600000000000001,0.00020362068029918887
86,0.6600000000000001,0.0001800000205305201
87,0.6600000000000001,0.0001591235780458726
88,0.6600000000000001,0.00014067197542678287
89,0.6600000000000001,0.0001243630776925034
90,0.6600000000000001,0.00010994764055884933
91,0.6600000000000001,9.720546816171712e-05
92,0.6600000000000001,8.594202052774297e-05
93,0.6600000000000001,7.598541807127765e-05
94,0.6600000000000001,6.718379657718266e-05
95,0.6600000000000001,5.940297158704013e-05
96,0.6600000000000001,5.252437592580143e-05
97,0.6600000000000001,4.644323836081024e-05
98,0.6600000000000001,4.106697514122754e-05
99,0.6600000000000001,3.63137694813351e-05
100,0.6600000000000001,3.2111316977491304e-05
1,0.6800000000000002,0.001
2,0.6800000000000002,0.0015639188571428572
3,0.6800000000000002,0.002424006408248892
4,0.6800000000000002,0.003734228357792529
5,0.6800000000000002,0.005726555343504145
6,0.6800000000000002,0.008747801239826608
7,0.6800000000000002,0.013310319278193393
8,0.6800000000000002,0.02015698441267213
9,0.6800000000000002,0.03033334319366229
10,0.6800000000000002,0.0452411952951448
11,0.6800000000000002,0.06660982351856137
12,0.6800000000000002,0.09625961967773351
13,0.6800000000000002,0.13547482464677962
14,0.6800000000000002,0.18386230682298738
15,0.6800000000000002,0.23798265723928835
16,0.6800000000000002,0.29087472820112037
17,0.6800000000000002,0.3339809142119194
18,0.6800000000000002,0.3611696113121966
19,0.6800000000000002,0.37149173793433904
20,0.6800000000000002,0.36811994885788335
21,0.6800000000000002,0.3554036109542229
22,0.6800000000000002,0.3369886070234772
23,0.6800000000000002,0.3154234531438431
24,0.6800000000000002,0.29238910726614764
25,0.6800000000000002,0.2689887755972092
26,0.6800000000000002,0.24595118627097906
27,0.6800000000000002,0.22375529526624172
28,0.6800000000000002,0.20270678334556064
29,0.6800000000000002,0.1829876670991891
30,0.6800000000000002,0.164690667433253
31,0.6800000000000002,0.1478442478545164
32,0.6800000000000002,0.13243137549694786
33,0.6800000000000002,0.11840372095131738
34,0.6800000000000002,0.10569238739296832
35,0.6800000000000002,0.09421594494829315
36,0.6800000000000002,0.08388636416481401
37,0.6800000000000002,0.07461331867389685
38,0.6800000000000002,0.06630723254053392
39,0.6800000000000002,0.058881371308640226
40,0.6800000000000002,0.05225321293746677
41,0.6800000000000002,0.046345283432288206
42,0.6800000000000002,0.04108560036834214
43,0.6800000000000002,0.036407834228260993
44,0.6800000000000002,0.03225127115238379
45,0.6800000000000002,0.02856064009047095
46,0.6800000000000002,0.025285851344170072
47,0.6800000000000002,0.022381681166228188
48,0.6800000000000002,0.019807427657777918
49,0.6800000000000002,0.017526556046429057
50,0.6800000000000002,0.015506346028164742
51,0.6800000000000002,0.013717549813210893
52,0.6800000000000002,0.012134066514400934
53,0.6800000000000002,0.010732636309852162
54,0.6800000000000002,0.009492556209020602
55,0.6800000000000002,0.008395418104966183
56,0.6800000000000002,0.00742486899256611
57,0.6800000000000002,0.0065663926855987174
58,0.6800000000000002,0.005807112008763832
59,0.6800000000000002,0.00513561022335314
60,0.6800000000000002,0.004541770329195526
61,0.6800000000000002,0.004016630841819602
62,0.6800000000000002,0.0035522566508287045
63,0.6800000000000002,0.003141623607096118
64,0.6800000000000002,0.002778515550572086
65,0.6800000000000002,0.002457432568444172
66,0.6800000000000002,0.002173509358715506
67,0.6800000000000002,0.001922442662387688
68,0.6800000000000002,0.0017004268151499284
69,0.6800000000000002,0.0015040965545970906
70,0.6800000000000002,0.0013304763000972616
71,0.6800000000000002,0.0011769351986309683
72,0.6800000000000002,0.0010411473007599353
73,0.6800000000000002,0.0009210562961733655
74,0.6800000000000002,0.0008148442980271027
75,0.6800000000000002,0.0007209042196972666
76,0.6800000000000002,0.0006378153368672312
77,0.6800000000000002,0.0005643216723628608
78,0.6800000000000002,0.0004993128811833969
79,0.6800000000000002,0.00044180734909353105
80,0.6800000000000002,0.00039093725029399826
81,0.6800000000000002,0.0003459353384114073
82,0.6800000000000002,0.00030612327066508106
83,0.6800000000000002,0.0002709012878821743
84,0.6800000000000002,0.00023973909332373504
85,0.6800000000000002,0.00021216779131315994
86,0.6800000000000002,0.00018777276266217688
87,0.6800000000000002,0.00016618736808427436
88,0.6800000000000002,0.00014708738336726579
89,0.6800000000000002,0.0001301860812221953
90,0.6800000000000002,0.00011522988459406516
91,0.6800000000000002,0.00010199452495352134
92,0.6800000000000002,9.028164681530971e-05
93,0.6800000000000002,7.991580656300047e-05
94,0.6800000000000002,7.074181970180599e-05
95,0.6800000000000002,6.262241600276142e-05
96,0.6800000000000002,5.543616672254411e-05
97,0.6800000000000002,4.907565225522469e-05
98,0.6800000000000002,4.344584225866713e-05
99,0.6800000000000002,3.846266355533621e-05
100,0.6800000000000002,3.405173398473087e-05
1,0.7000000000000002,0.001
2,0.7000000000000002,0.0015758828571428574
3,0.7000000000000002,0.0024606364145460732
4,0.7000000000000002,0.0038179256299773817
5,0.7000000000000002,0.0058958600539834064
6,0.7000000000000002,0.009067498000751895
7,0.7000000000000002,0.01388664004927492
8,0.7000000000000002,0.021158956544328675
9,0.7000000000000002,0.03201914355182872
10,0.7000000000000002,0.047981896166710905
11,0.7000000000000002,0.07088827005872111
12,0.7000000000000002,0.1025971305073472
13,0.7000000000000002,0.14421523721984614
14,0.7000000000000002,0.19477555023920545
15,0.7000000000000002,0.24983715667800743
16,0.7000000000000002,0.30144829260748485
17,0.7000000000000002,0.34095027090292906
18,0.7000000000000002,0.36339141912045525
19,0.7000000000000002,0.3694120426193369
20,0.7000000000000002,0.3630600098726765
21,0.7000000000000002,0.34871385460404053
22,0.7000000000000002,0.32967896977309796
23,0.7000000000000002,0.3081434415704406
24,0.7000000000000002,0.2855171088076829
25,0.7000000000000002,0.2627220359665003
26,0.7000000000000002,0.24037213042126465
27,0.7000000000000002,0.21887618562512864
28,0.7000000000000002,0.19849888728026738
29,0.7000000000000002,0.17940002833879304
30,0.7000000000000002,0.16166200719335194
31,0.7000000000000002,0.14531034336196624
32,0.7000000000000002,0.13032947398738634
33,0.7000000000000002,0.11667502632999127
34,0.7000000000000002,0.10428331069951091
35,0.7000000000000002,0.09307857796488235
36,0.7000000000000002,0.0829784796098608
37,0.7000000000000002,0.0738980955870062
38,0.7000000000000002,0.06575283517891697
39,0.7000000000000002,0.05846046299066463
40,0.7000000000000002,0.051942455203307036
41,0.7000000000000002,0.046124850482688176
42,0.7000000000000002,0.04093872548261113
43,0.7000000000000002,0.03632039637545008
44,0.7000000000000002,0.03221142469064426
45,0.7000000000000002,0.02855848721916948
46,0.7000000000000002,0.02531315510730325
47,0.7000000000000002,0.02243161582015983
48,0.7000000000000002,0.019874362789349717
49,0.7000000000000002,0.017605870745983
50,0.7000000000000002,0.015594269545953358
51,0.7000000000000002,0.013811025365964536
52,0.7000000000000002,0.012230635203032945
53,0.7000000000000002,0.010830338422683047
54,0.7000000000000002,0.009589847495112908
55,0.7000000000000002,0.008491098896214843
56,0.7000000000000002,0.007518024324217499
57,0.7000000000000002,0.00665634180989771
58,0.7000000000000002,0.005893365914892584
59,0.7000000000000002,0.005217835969615537
60,0.7000000000000002,0.004619761162215178
61,0.7000000000000002,0.004090281224454741
62,0.7000000000000002,0.0036215414478019342
63,0.7000000000000002,0.0032065807872089093
64,0.7000000000000002,0.0028392318589283956
65,0.7000000000000002,0.002514031703287466
66,0.7000000000000002,0.0022261422570466435
67,0.7000000000000002,0.0019712795580463386
68,0.7000000000000002,0.0017456507838945732
69,0.7000000000000002,0.0015458983041217412
70,0.7000000000000002,0.0013690499999335541
71,0.7000000000000002,0.0012124751764180921
72,0.7000000000000002,0.001073845458212697
73,0.7000000000000002,0.0009511001209214536
74,0.7000000000000002,0.0008424153669211114
75,0.7000000000000002,0.0007461771056807437
76,0.7000000000000002,0.0006609568455282845
77,0.7000000000000002,0.0005854903461709554
78,0.7000000000000002,0.0005186587195006964
79,0.7000000000000002,0.00045947170059351824
80,0.7000000000000002,0.00040705284165191107
81,0.7000000000000002,0.00036062640924644425
82,0.7000000000000002,0.0003195057898798889
83,0.7000000000000002,0.00028308323090282724
84,0.7000000000000002,0.00025082076341435166
85,0.7000000000000002,0.00022224217122671487
86,0.7000000000000002,0.0001969258854809644
87,0.7000000000000002,0.00017449869827488738
88,0.7000000000000002,0.00015463020088979796
89,0.7000000000000002,0.00013702786304613308
90,0.7000000000000002,0.00012143267923041803
91,0.7000000000000002,0.0001076153166536672
92,0.7000000000000002,9.537270694545716e-05
93,0.7000000000000002,8.452503036772954e-05
94,0.7000000000000002,7.491304724520274e-05
95,0.7000000000000002,6.639573654191924e-05
96,0.7000000000000002,5.884820614325991e-05
97,0.7000000000000002,5.215984349850668e-05
98,0.7000000000000002,4.6232678901860294e-05
99,0.7000000000000002,4.097993689399417e-05
100,0.7000000000000002,3.632475409990122e-05
1,0.7200000000000002,0.001
2,0.7200000000000002,0.001587846857142857
3,0.7200000000000002,0.0024978361036628966
4,0.7200000000000002,0.0039040777324613825
5,0.7200000000000002,0.0060722248043597075
6,0.7200000000000002,0.009404093104534285
7,0.7200000000000002,0.014499176554995037
8,0.7200000000000002,0.02223257773181852
9,0.7200000000000002,0.03383726330123054
10,0.7200000000000002,0.05095029811937519
11,0.7200000000000002,0.07552650044669512
12,0.7200000000000002,0.10943946613448133
13,0.7200000000000002,0.15354139354990934
14,0.7200000000000002,0.20615070373962696
15,0.7200000000000002,0.26169535008279055
16,0.7200000000000002,0.3113015314291004
17,0.7200000000000002,0.3465657677936912
18,0.7200000000000002,0.36406299114510277
19,0.7200000000000002,0.3660034392235631
20,0.7200000000000002,0.3570537275382062
21,0.7200000000000002,0.3414319585280517
22,0.7200000000000002,0.322044893977027
23,0.7200000000000002,0.3007265783052544
24,0.7200000000000002,0.2786365910804
25,0.7200000000000002,0.2565340092212628
26,0.7200000000000002,0.23493067459478767
27,0.7200000000000002,0.21417368432642117
28,0.7200000000000002,0.1944923552106997
29,0.7200000000000002,0.1760280981543435
30,0.7200000000000002,0.1588557092565499
31,0.7200000000000002,0.14299975909519708
32,0.7200000000000002,0.12844765962327168
33,0.7200000000000002,0.11516015150464462
34,0.7200000000000002,0.10307965059523502
35,0.7200000000000002,0.09213678852246471
36,0.7200000000000002,0.0822554418136234
37,0.7200000000000002,0.0733565167085827
38,0.7200000000000002,0.06536072825630856
39,0.7200000000000002,0.05819058100550993
40,0.7200000000000002,0.05177172658562868
41,0.7200000000000002,0.04603384295546903
42,0.7200000000000002,0.040911152553998444
43,0.7200000000000002,0.03634267271986256
44,0.7200000000000002,0.032272271677921
45,0.7200000000000002,0.028648586899111997
46,0.7200000000000002,0.025424849325032375
47,0.7200000000000002,0.022558646349793474
48,0.7200000000000002,0.020011648113110674
49,0.7200000000000002,0.017749315164166904
50,0.7200000000000002,0.015740600543869894
51,0.7200000000000002,0.013957655499171263
52,0.7200000000000002,0.012375545136387707
53,0.7200000000000002,0.010971978137817742
54,0.7200000000000002,0.009727053044789824
55,0.7200000000000002,0.008623022421691757
56,0.7200000000000002,0.007644075358066522
57,0.7200000000000002,0.006776138160177147
58,0.7200000000000002,0.006006692667832964
59,0.7200000000000002,0.005324611358969073
60,0.7200000000000002,0.004720008236687907
61,0.7200000000000002,0.0041841044029998055
62,0.7200000000000002,0.003709107188822602
63,0.7200000000000002,0.003288101714597856
64,0.7200000000000002,0.002914953787851796
65,0.7200000000000002,0.002584223093969307
66,0.7200000000000002,0.0022910856975364544
67,0.7200000000000002,0.002031264938839522
68,0.7200000000000002,0.0018009698798720755
69,0.7200000000000002,0.0015968405239337542
70,0.7200000000000002,0.0014158991008353236
71,0.7200000000000002,0.001255506774677182
72,0.7200000000000002,0.0011133251924059626
73,0.7200000000000002,0.0009872823484620111
74,0.7200000000000002,0.0008755422936288703
75,0.7200000000000002,0.0007764782646699914
76,0.7200000000000002,0.0006886488555883952
77,0.7200000000000002,0.0006107768915494254
78,0.7200000000000002,0.0005417307028912117
79,0.7200000000000002,0.00048050752946585937
80,0.7200000000000002,0.0004262188150732264
81,0.7200000000000002,0.0003780771782369088
82,0.7200000000000002,0.00033538486929159307
83,0.7200000000000002,0.00029752354495457333
84,0.7200000000000002,0.0002639452104804972
85,0.7200000000000002,0.00023416419637020732
86,0.7200000000000002,0.0002077500516282859
87,0.7200000000000002,0.00018432124892931172
88,0.7200000000000002,0.0001635396089332327
89,0.7200000000000002,0.00014510536154323602
90,0.7200000000000002,0.00012875277126772695
91,0.7200000000000002,0.00011424626216023959
92,0.7200000000000002,0.00010137698518309331
93,0.7200000000000002,8.995977737629219e-05
94,0.7200000000000002,7.983046800559034e-05
95,0.7200000000000002,7.084349199598041e-05
96,0.7200000000000002,6.286977550332929e-05
97,0.7200000000000002,5.579486250362982e-05
98,0.7200000000000002,4.9517254845250216e-05
99,0.7200000000000002,4.3946941367007514e-05
100,0.7200000000000002,3.900409448040614e-05
1,0.7400000000000002,0.001
2,0.7400000000000002,0.0015998108571428572
3,0.7400000000000002,0.002535605372261226
4,0.7400000000000002,0.003992724112938166
5,0.7400000000000002,0.006255868301868926
6,0.7400000000000002,0.009758337847140452
7,0.7400000000000002,0.015149965782667151
8,0.7400000000000002,0.023382560340549516
9,0.7400000000000002,0.03579722375472903
10,0.7400000000000002,0.05416298340638655
11,0.7400000000000002,0.08054777327990763
12,0.7400000000000002,0.1168067146968273
13,0.7400000000000002,0.1634409012581305
14,0.7400000000000002,0.2178938666039161
15,0.7400000000000002,0.2733499037287172
16,0.7400000000000002,0.32016605517403607
17,0.7400000000000002,0.35062601536175675
18,0.7400000000000002,0.36312140226526785
19,0.7400000000000002,0.36129800434762344
20,0.7400000000000002,0.350157652964423
21,0.7400000000000002,0.3336036553611163
22,0.7400000000000002,0.3141151392218549
23,0.7400000000000002,0.29318915259000417
24,0.7400000000000002,0.27175723940185537
25,0.7400000000000002,0.25043226932286056
26,0.7400000000000002,0.22963511233675843
27,0.7400000000000002,0.2096583213325055
28,0.7400000000000002,0.190700565275864
29,0.7400000000000002,0.17288814090831753
30,0.7400000000000002,0.15629062832892143
31,0.7400000000000002,0.1409334741652903
32,0.7400000000000002,0.1268085069010952
33,0.7400000000000002,0.11388274056393213
34,0.7400000000000002,0.10210563637720108
35,0.7400000000000002,0.09141496749780204
36,0.7400000000000002,0.08174144753960548
37,0.7400000000000002,0.07301229661853936
38,0.7400000000000002,0.06515391909990356
39,0.7400000000000002,0.05809385654145592
40,0.7400000000000002,0.051762161768679774
41,0.7400000000000002,0.04609231951164556
42,0.7400000000000002,0.041021818336344454
43,0.7400000000000002,0.03649245935966975
44,0.7400000000000002,0.03245047025352678
45,0.7400000000000002,0.0288464785809225
46,0.7400000000000002,0.025635386505449314
47,0.7400000000000002,0.022776179149162225
48,0.7400000000000002,0.02023169104754908
49,0.7400000000000002,0.017968348957529256
50,0.7400000000000002,0.01595590442739297
51,0.7400000000000002,0.01416716578131198
52,0.7400000000000002,0.01257773628771543
53,0.7400000000000002,0.011165763089010024
54,0.7400000000000002,0.009911699821398513
55,0.7400000000000002,0.008798084628091894
56,0.7400000000000002,0.007809334371286338
57,0.7400000000000002,0.006931555202035344
58,0.7400000000000002,0.006152369192906919
59,0.7400000000000002,0.0054607564293933635
60,0.7400000000000002,0.004846911756125776
61,0.7400000000000002,0.004302115254938439
62,0.7400000000000002,0.003818615472101742
63,0.7400000000000002,0.0033895243950399475
64,0.7400000000000002,0.003008723191974779
65,0.7400000000000002,0.002670777761668448
66,0.7400000000000002,0.00237086318764482
67,0.7400000000000002,0.002104696246647941
68,0.7400000000000002,0.0018684751807679864
69,0.7400000000000002,0.0016588260038198279
70,0.7400000000000002,0.001472754673213338
71,0.7400000000000002,0.0013076045173414004
72,0.7400000000000002,0.001161018364530352
73,0.7400000000000002,0.0010309048722924618
74,0.7400000000000002,0.0009154086046889132
75,0.7400000000000002,0.0008128834509361106
76,0.7400000000000002,0.0007218690199798366
77,0.7400000000000002,0.0006410696837228948
78,0.7400000000000002,0.0005693359760843652
79,0.7400000000000002,0.0005056480862920028
80,0.7400000000000002,0.0004491012129840994
81,0.7400000000000002,0.0003988925710528091
82,0.7400000000000002,0.0003543098659274388
83,0.7400000000000002,0.00031472107039799376
84,0.7400000000000002,0.0002795653573313416
85,0.7400000000000002,0.00024834505793774035
86,0.7400000000000002,0.0002206185297937808
87,0.7400000000000002,0.00019599383179454114
88,0.7400000000000002,0.00017412311475429224
89,0.7400000000000002,0.0001546976466488816
90,0.7400000000000002,0.00013744340062807095
91,0.7400000000000002,0.00012211714204409682
92,0.7400000000000002,0.00010850295795324846
93,0.7400000000000002,9.640917894905447e-05
94,0.7400000000000002,8.566564886741248e-05
95,0.7400000000000002,7.612130294516148e-05
96,0.7400000000000002,6.764201948527459e-05
97,0.7400000000000002,6.010871404755229e-05
98,0.7400000000000002,5.3415648700072916e-05
99,0.7400000000000002,4.7468931984191095e-05
100,0.7400000000000002,4.2185188009506635e-05
1,0.7600000000000002,0.001
2,0.7600000000000002,0.0016117748571428574
3,0.7600000000000002,0.0025739441170029263
4,0.7600000000000002,0.004083904154975572
5,0.7600000000000002,0.00644701232921835
6,0.7600000000000002,0.010131004428605612
7,0.7600000000000002,0.015841123786242684
8,0.7600000000000002,0.024613830338885367
9,0.7600000000000002,0.03790896386836271
10,0.7600000000000002,0.05763697081450253
11,0.7600000000000002,0.0859746075862353
12,0.7600000000000002,0.12471342315299294
13,0.7600000000000002,0.17388435693174148
14,0.7600000000000002,0.22987846927455807
15,0.7600000000000002,0.2845582154875337
16,0.7600000000000002,0.32776730496853573
17,0.7600000000000002,0.3529618244888879
18,0.7600000000000002,0.36054033996125257
19,0.7600000000000002,0.35534198317066445
20,0.7600000000000002,0.34242313836961524
21,0.7600000000000002,0.32526107498250223
22,0.7600000000000002,0.3059030246349973
23,0.7600000000000002,0.28553283999661205
24,0.7600000000000002,0.2648759029401477
25,0.7600000000000002,0.24441366628581807
26,0.7600000000000002,0.2244852222581559
27,0.7600000000000002,0.20533429163631584
28,0.7600000000000002,0.1871326242645251
29,0.7600000000000002,0.16999403380268266
30,0.7600000000000002,0.15398489604694018
31,0.7600000000000002,0.13913316860268116
32,0.7600000000000002,0.12543647232244992
33,0.7600000000000002,0.11286926781777937
34,0.7600000000000002,0.1013890614671382
35,0.7600000000000002,0.0909416128786108
36,0.7600000000000002,0.08146517812033185
37,0.7600000000000002,0.07289387175694943
38,0.7600000000000002,0.06516025803674995
39,0.7600000000000002,0.05819729067351227
40,0.7600000000000002,0.05193971736654513
41,0.7600000000000002,0.04632505476121721
42,0.7600000000000002,0.041294225834268734
43,0.7600000000000002,0.0367919372017717
44,0.7600000000000002,0.032766860053958756
45,0.7600000000000002,0.029171666060618495
46,0.7600000000000002,0.025962958946779097
47,0.7600000000000002,0.023101133526347663
48,0.7600000000000002,0.020550186673908878
49,0.7600000000000002,0.018277498820331604
50,0.7600000000000002,0.016253599866368276
51,0.7600000000000002,0.014451929717463775
52,0.7600000000000002,0.012848600769582422
53,0.7600000000000002,0.011422167461517188
54,0.7600000000000002,0.01015340632029773
55,0.7600000000000002,0.009025108652599844
56,0.7600000000000002,0.00802188708661331
57,0.7600000000000002,0.0071299964732956115
58,0.7600000000000002,0.00633716915559872
59,0.7600000000000002,0.0056324642633935815
60,0.7600000000000002,0.005006130454471729
61,0.7600000000000002,0.004449481370054188
62,0.7600000000000002,0.003954782984817828
63,0.7600000000000002,0.003515151989651321
64,0.7600000000000002,0.003124464337181226
65,0.7600000000000002,0.002777273095638403
66,0.7600000000000002,0.0024687347883402943
67,0.7600000000000002,0.002194543438287405
68,0.7600000000000002,0.001950871585900838
69,0.7600000000000002,0.0017343175996659868
70,0.7600000000000002,0.0015418586521554819
71,0.7600000000000002,0.0013708087859955053
72,0.7600000000000002,0.001218781544721975
73,0.7600000000000002,0.0010836566914277615
74,0.7600000000000002,0.0009635505831874703
75,0.7600000000000002,0.000856789811225308
76,0.7600000000000002,0.0007618877555754992
77,0.7600000000000002,0.0006775237385905588
78,0.7600000000000002,0.0006025244941706093
79,0.7600000000000002,0.0005358476991557534
80,0.7600000000000002,0.0004765673401126982
81,0.7600000000000002,0.00042386071294287815
82,0.7600000000000002,0.000376996874536019
83,0.7600000000000002,0.00033532638528446665
84,0.7600000000000002,0.0002982721988491067
85,0.7600000000000002,0.00026532157130886166
86,0.7600000000000002,0.00023601887590411503
87,0.7600000000000002,0.00020995922216032802
88,0.7600000000000002,0.00018678278940017197
89,0.7600000000000002,0.00016616979465743483
90,0.7600000000000002,0.00014783602391886874
91,0.7600000000000002,0.00013152886355494473
92,0.7600000000000002,0.0001170237758604822
93,0.7600000000000002,0.00010412116890471445
94,0.7600000000000002,9.264361647171238e-05
95,0.7600000000000002,8.243338883190625e-05
96,0.7600000000000002,7.335025949163501e-05
97,0.7600000000000002,6.52695569810518e-05
98,0.7600000000000002,5.808043421572891e-05
99,0.7600000000000002,5.1684331052535654e-05
100,0.7600000000000002,4.5993608399166006e-05
1,0.7800000000000002,0.001
2,0.7800000000000002,0.0016237388571428573
3,0.7800000000000002,0.0026128522345498614
4,0.7800000000000002,0.004177657176846636
5,0.7800000000000002,0.006645881700646714
6,0.7800000000000002,0.010522885907928612
7,0.7800000000000002,0.016574845774979047
8,0.7800000000000002,0.02593152484538649
9,0.7800000000000002,0.04018281195773411
10,0.7800000000000002,0.06138955137787644
11,0.7800000000000002,0.09182812399771202
12,0.7800000000000002,0.13316668270950505
13,0.7800000000000002,0.1848216297136815
14,0.7800000000000002,0.2419421198111617
15,0.7800000000000002,0.2950468244268549
16,0.7800000000000002,0.3338380278640103
17,0.7800000000000002,0.35344446356402504
18,0.7800000000000002,0.35632484116083185
19,0.7800000000000002,0.3481857578697203
20,0.7800000000000002,0.33388817752047856
21,0.7800000000000002,0.3164166959485094
22,0.7800000000000002,0.29740139553540623
23,0.7800000000000002,0.27774011898534673
24,0.7800000000000002,0.25797235265208396
25,0.7800000000000002,0.238460501593202
26,0.7800000000000002,0.21946897282092576
27,0.7800000000000002,0.20119677657683355
28,0.7800000000000002,0.1837913495486262
29,0.7800000000000002,0.1673559107747082
30,0.7800000000000002,0.1519551934577948
31,0.7800000000000002,0.13762106663185183
32,0.7800000000000002,0.12435823614648005
33,0.7800000000000002,0.11214979941257572
34,0.7800000000000002,0.10096238616904349
35,0.7800000000000002,0.09075069908623934
36,0.7800000000000002,0.08146136752169242
37,0.7800000000000002,0.07303610750588
38,0.7800000000000002,0.0654142333014868
39,0.7800000000000002,0.058534594257849716
40,0.7800000000000002,0.05233702175671756
41,0.7800000000000002,0.046763371010442756
42,0.7800000000000002,0.04175823610255275
43,0.7800000000000002,0.037269407248217326
44,0.7800000000000002,0.03324812889108872
45,0.7800000000000002,0.02964920716616979
46,0.7800000000000002,0.02643100608509444
47,0.7800000000000002,0.023555363811699058
48,0.7800000000000002,0.020987453644983313
49,0.7800000000000002,0.018695608746861655
50,0.7800000000000002,0.016651125119220046
51,0.7800000000000002,0.014828053703915843
52,0.7800000000000002,0.0132029896061133
53,0.7800000000000002,0.011754864192604353
54,0.7800000000000002,0.010464744075370465
55,0.7800000000000002,0.009315639656626414
