recovery,day,prop_infected
11,27,0.13003334493273214
11,28,0.14962534035128522
11,29,0.17075917872587348
11,30,0.1930986125891451
11,31,0.21616719756192232
11,32,0.2393572698144234
11,33,0.261958798954791
11,34,0.2832082497949986
11,35,0.3023526642308034
11,36,0.31871937029480796
11,37,0.33177895546112285
11,38,0.34118985325843854
11,39,0.3468171577958464
11,40,0.348724585408631
11,41,0.34714448971969825
11,42,0.3424345331477716
11,43,0.3350303101382172
11,44,0.32540148572996774
11,45,0.31401611010602837
11,46,0.3013148884404393
11,47,0.2876950382984349
11,48,0.27350214782254845
11,49,0.25902801226093075
11,50,0.24451250252689408
11,51,0.230147851296683
11,52,0.21608414829408992
11,53,0.2024352142880669
11,54,0.1892843292986393
11,55,0.1766895164972929
11,56,0.16468823860666992
11,57,0.15330146352129023
11,58,0.1425371156446275
11,59,0.1323929618267427
11,60,0.12285899546245874
11,61,0.1139193861399433
11,62,0.10555405985183833
11,63,0.09773996919587599
11,64,0.0904521060581267
11,65,0.08366430208542493
11,66,0.07734985541742483
11,67,0.07148201595938244
11,68,0.06603435604612319
11,69,0.060981048682491566
11,70,0.056297071596887294
11,71,0.05195835203751429
11,72,0.04794186449274935
11,73,0.044225691246143575
11,74,0.04078905380803484
11,75,0.037612321733172735
11,76,0.0346770040797827
11,77,0.03196572774141766
11,78,0.029462206047896976
11,79,0.02715120035161278
11,80,0.025018476762377846
11,81,0.023050759744646487
11,82,0.021235683926359637
11,83,0.01956174517328134
11,84,0.018018251743774895
11,85,0.01659527614610679
11,86,0.01528360816506506
11,87,0.014074709399992839
11,88,0.012960669556596563
11,89,0.011934164655459512
11,90,0.010988417257289397
11,91,0.010117158755460435
11,92,0.009314593747846605
11,93,0.008575366470216138
11,94,0.007894529250877004
11,95,0.007267512929446982
11,96,0.0066900991704398425
11,97,0.006158394593887822
11,98,0.005668806639705908
11,99,0.005218021079330125
12,0,0.001
12,1,0.0012163666666666667
12,2,0.0014794385042507779
12,3,0.0017992449175641
12,4,0.0021879438902208887
12,5,0.0026602616986970327
12,6,0.003234017666357735
12,7,0.003930747576198974
12,8,0.004776440097232563
12,9,0.005802400487303585
12,10,0.00704625431994154
12,11,0.008553100166716246
12,12,0.010376812786295821
12,13,0.012581485658128987
12,14,0.015242981252450594
12,15,0.018450526120139785
12,16,0.02230824185415113
12,17,0.026936437838055296
12,18,0.03247240319484934
12,19,0.03907032071810634
12,20,0.04689978610217107
12,21,0.0561422610645384
12,22,0.06698464305037055
12,23,0.0796090435955923
12,24,0.09417790861566593
12,25,0.11081389607185921
12,26,0.12957458020653945
12,27,0.1504231908683522
12,28,0.17319824284583898
12,29,0.19758688070083957
12,30,0.22310856121681166
12,31,0.2491164827839766
12,32,0.2748229649367468
12,33,0.29935112194487434
12,34,0.3218089620073325
12,35,0.34137514105406697
12,36,0.3573806939571534
12,37,0.36937063081871413
12,38,0.3771340563693679
12,39,0.38069974170602383
12,40,0.3803025318975567
12,41,0.37633152760213584
12,42,0.36927231574974356
12,43,0.3596533313982384
12,44,0.3480025064818382
12,45,0.3348164537116175
12,46,0.3205415775917695
12,47,0.30556495235481457
12,48,0.2902123208975949
12,49,0.27475074730443716
12,50,0.25939393870134964
12,51,0.24430879938687408
12,52,0.22962226542038633
12,53,0.21542784512324784
12,54,0.20179155896298123
12,55,0.18875714916770364
12,56,0.1763505380897861
12,57,0.16458357564886741
12,58,0.15345714653378287
12,59,0.14296371906823865
12,60,0.13308941778799263
12,61,0.12381569603950054
12,62,0.11512067650577437
12,63,0.10698021838443648
12,64,0.09936876102726176
12,65,0.09225998571802721
12,66,0.08562733012393782
12,67,0.07944438383779938
12,68,0.0736851882741637
12,69,0.06832445989145505
12,70,0.0633377521685391
12,71,0.05870156885507808
12,72,0.05439343863653708
12,73,0.05039195941563334
12,74,0.046676818834265284
12,75,0.043228796377866516
12,76,0.0400297513631749
12,77,0.037062600265686446
12,78,0.0343112861578228
12,79,0.03176074247311338
12,80,0.02939685286111503
12,81,0.027206408532586608
12,82,0.025177064198565538
12,83,0.02329729346745541
12,84,0.021556344370487198
12,85,0.01994419552941038
12,86,0.0184515133540645
12,87,0.017069610555938683
12,88,0.015790406182363333
12,89,0.01460638731086361
12,90,0.013510572491400488
12,91,0.012496476983253553
12,92,0.011558079801138516
12,93,0.010689792560149583
12,94,0.009886430089922287
12,95,0.009143182773921888
12,96,0.008455590559072575
12,97,0.007819518573313946
12,98,0.007231134283498638
12,99,0.0066868861228333845
13,0,0.001
13,1,0.0012227769230769231
13,2,0.0014950734637363136
13,3,0.00182784258882982
13,4,0.0022344329642727816
13,5,0.0027310996303506726
13,6,0.0033376169155852
13,7,0.00407801072665318
13,8,0.004981428474348056
13,9,0.00608316502195415
13,10,0.007425861407280073
13,11,0.009060888546721524
13,12,0.011049919008228458
13,13,0.013466673872658338
13,14,0.016398805444269488
13,15,0.019949835852702835
13,16,0.024241011110708498
13,17,0.02941284393515279
13,18,0.03562600081622366
13,19,0.04306103595411274
13,20,0.05191628948213234
13,21,0.06240306516199408
13,22,0.07473702072944548
13,23,0.08912461306234429
13,24,0.10574355488320625
13,25,0.12471671864371792
13,26,0.14607994556616244
13,27,0.16974591410375062
13,28,0.1954685476038024
13,29,0.2228150068609138
13,30,0.25115425584987316
13,31,0.2796712355153453
13,32,0.30741258704230834
13,33,0.33336324063311734
13,34,0.3565443315386023
13,35,0.37611494599592454
13,36,0.39145689209007223
13,37,0.40222525215508736
13,38,0.4083568905556885
13,39,0.4100404142405788
13,40,0.4076597194511208
13,41,0.40172653267437164
13,42,0.3928154994176424
13,43,0.38151060666178815
13,44,0.36836655658697987
13,45,0.3538847697057634
13,46,0.3385014861598227
13,47,0.32258469282702035
13,48,0.3064367888066514
13,49,0.29030051230703885
13,50,0.27436635248104585
13,51,0.25878028723435864
13,52,0.24365116178105525
13,53,0.2290573533477495
13,54,0.21505258094377447
13,55,0.20167084683572728
13,56,0.1889305658853373
13,57,0.17683797135815912
13,58,0.16538989604218385
13,59,0.1545760253544576
13,60,0.1443807107354944
13,61,0.13478442073087338
13,62,0.12576489582620576
13,63,0.11729806242690631
13,64,0.10935875185335293
13,65,0.10192126201077138
13,66,0.09495979246520433
13,67,0.08844877789778746
13,68,0.08236314017062507
13,69,0.07667847536538695
13,70,0.07137118900689618
13,71,0.06641859013143601
13,72,0.061798952794481596
13,73,0.05749155194385787
13,74,0.05347667923658777
13,75,0.04973564328928282
13,76,0.04625075797275722
13,77,0.0430053216511072
13,78,0.03998358969112314
13,79,0.03717074210329378
13,80,0.0345528477996698
13,81,0.032116826649465864
13,82,0.029850410266814308
13,83,0.027742102265522196
13,84,0.025781138554150054
13,85,0.02395744811406222
13,86,0.02226161459750798
13,87,0.020684838997597356
13,88,0.019218903573440298
13,89,0.017856137158643818
13,90,0.016589381937304554
13,91,0.015411961736556585
13,92,0.01431765185697494
13,93,0.013300650440337921
13,94,0.012355551357308207
13,95,0.011477318584596963
13,96,0.01066126203138461
13,97,0.00990301476757805
13,98,0.009198511601388404
13,99,0.008543968950306341
14,0,0.001
14,1,0.0012282714285714285
14,2,0.0015085402683607551
14,3,0.00185259473363843
14,4,0.0022748669806315755
14,5,0.002793011602639274
14,6,0.003428603301808426
14,7,0.004207974468843141
14,8,0.005163214952873802
14,9,0.006333356695238481
14,10,0.007765764188319854
14,11,0.009517746471431431
14,12,0.01165839547888518
14,13,0.014270635989902636
14,14,0.01745344001813219
14,15,0.021324107685896265
14,16,0.026020440549920854
14,17,0.031702524138701726
14,18,0.03855368667908862
14,19,0.04678000651296971
14,20,0.05660750624103153
14,21,0.06827591979487374
14,22,0.0820277031115903
14,23,0.09809088039991157
14,24,0.11665453613793234
14,25,0.13783649341716117
14,26,0.16164418959590152
14,27,0.18793209939427696
14,28,0.21636210306132414
14,29,0.2463762745761059
14,30,0.277193354472891
14,31,0.3078389497730891
14,32,0.3372139304849503
14,33,0.36419582214502
14,34,0.3877569560473164
14,35,0.40707541477496073
14,36,0.4216146973001489
14,37,0.4311565147924229
14,38,0.4357847469697134
14,39,0.4358313418352158
14,40,0.43180194976711483
14,41,0.42429907709439485
14,42,0.4139556143982429
14,43,0.40138508713352317
14,44,0.3871494964505499
14,45,0.3717422631166891
14,46,0.3555824448520852
14,47,0.3390164099066218
14,48,0.3223238306479428
14,49,0.3057257240886271
14,50,0.2893930505798748
14,51,0.27345498946305924
14,52,0.25800643451762445
14,53,0.24311452442845735
14,54,0.22882418497262338
14,55,0.21516274645711478
14,56,0.20214373978585357
14,57,0.18976998665314146
14,58,0.17803609631748354
14,59,0.16693047097413657
14,60,0.15643690847603114
14,61,0.14653587756648792
14,62,0.13720552815337725
14,63,0.1284224880158547
14,64,0.12016248783084406
14,65,0.11240084846794407
14,66,0.10511285796439497
14,67,0.09827406026043344
14,68,0.09186047345554844
14,69,0.0858487518608227
14,70,0.08021630331797565
14,71,0.07494137100230405
14,72,0.07000308711727467
14,73,0.06538150443558793
14,74,0.06105761047433986
14,75,0.05701332815355042
14,76,0.05323150603220872
14,77,0.0496959006076675
14,78,0.046391152673612594
14,79,0.04330275933572181
14,80,0.04041704296398257
14,81,0.03772111810165528
14,82,0.035202857141210665
14,83,0.032850855407752656
14,84,0.03065439615285719
14,85,0.028603415850298887
14,86,0.026688470094880512
14,87,0.024900700332554357
14,88,0.023231801591021516
14,89,0.02167399133241584
14,90,0.02021997951141609
14,91,0.01886293989146844
14,92,0.017596482647346957
14,93,0.016414628262893027
14,94,0.015311782717526718
14,95,0.01428271394325233
14,96,0.013322529524763739
14,97,0.012426655608381403
14,98,0.011590816980502123
14,99,0.010811018272670052
15,0,0.001
15,1,0.0012330333333333333
15,2,0.001520260339084111
15,3,0.0018742264982472422
15,4,0.0023103515065657815
15,5,0.002847572176545206
15,6,0.0035091210109649824
15,7,0.004323464785889802
15,8,0.0053254294906478605
15,9,0.006557538665271218
15,10,0.008071590423315225
15,11,0.009930492519264313
15,12,0.01221036213994613
15,13,0.015002873952573307
15,14,0.018417801150838208
15,15,0.022585632904914978
15,16,0.027660059099291007
15,17,0.03381997972415516
15,18,0.04127051257296204
15,19,0.050242234344332545
15,20,0.06098760415724755
15,21,0.07377321634060496
15,22,0.0888662843246928
15,23,0.10651370483307777
15,24,0.12691240317322217
15,25,0.15017069322862042
15,26,0.17626237218895702
15,27,0.204978313925174
15,28,0.2358840960744385
15,29,0.2682956469629346
15,30,0.3012861958751908
15,31,0.3337348207447191
15,32,0.3644184087594863
15,33,0.39213616510432103
15,34,0.41584336785797127
15,35,0.4347649371047485
15,36,0.448463656649346
15,37,0.45685146121956577
15,38,0.46014892666068535
15,39,0.45881060082376124
15,40,0.45343795477137927
15,41,0.4446982277808489
15,42,0.43326005467972833
15,43,0.41974939662473
15,44,0.4047241653189459
15,45,0.38866344074150555
15,46,0.37196669131052046
15,47,0.35495901757995335
15,48,0.3378994462424393
15,49,0.320990286286596
15,50,0.30438634833525713
15,51,0.2882033884701778
15,52,0.27252550109184154
15,53,0.25741140205802693
15,54,0.24289966079187822
15,55,0.22901299498382283
15,56,0.21576175963329894
15,57,0.20314676022751676
15,58,0.19116150813040667
15,59,0.17979402074794204
15,60,0.16902825301975652
15,61,0.15884523189421051
15,62,0.14922395236136385
15,63,0.1401420825148925
15,64,0.1315765158969046
15,65,0.12350380183990264
15,66,0.11590047841279075
15,67,0.10874332766277545
15,68,0.10200956890591213
15,69,0.09567700266993386
15,70,0.08972411537857004
15,71,0.08413015285959047
15,72,0.07887516915636364
15,73,0.07394005584223111
15,74,0.06930655601260681
15,75,0.06495726630906153
15,76,0.06087562967122025
15,77,0.057045920983174146
15,78,0.053453227355210915
15,79,0.05008342443832008
15,80,0.04692314989172287
15,81,0.04395977489956505
15,82,0.0411813744515116
15,83,0.038576696955009725
15,84,0.03613513362782041
15,85,0.03384668802275476
15,86,0.0317019459581315
15,87,0.029692046063869687
15,88,0.02780865110158438
15,89,0.026043920175327504
15,90,0.024390481915904712
15,91,0.02284140869453186
15,92,0.021390191899778085
15,93,0.020030718294302835
15,94,0.018757247454036372
15,95,0.01756439028152743
15,96,0.0164470885766546
15,97,0.015400595641332759
15,98,0.014420457889882967
15,99,0.013502497433078409
16,0,0.001
16,1,0.0012372
16,2,0.001530552603348
16,3,0.0018932918664063365
16,4,0.0023417395661624483
16,5,0.002896009026895674
16,6,0.0035808605577705823
16,7,0.004426736414199476
16,8,0.0054710056838011
16,9,0.0067594505196085725
16,10,0.008348023382864559
16,11,0.010304898379465915
16,12,0.012712825323487519
16,13,0.01567176839781376
16,14,0.019301765979251928
16,15,0.023745876012682694
16,16,0.029172961776613434
16,17,0.03577991409739771
16,18,0.0437926870394484
16,19,0.053465239787944485
16,20,0.06507513834490956
16,21,0.07891421856722498
16,22,0.09527244245697049
16,23,0.11441306692560282
16,24,0.13653775736331336
16,25,0.1617416584907825
16,26,0.18996099262474148
16,27,0.22091954238557487
16,28,0.2540848370062804
16,29,0.28864851341939385
16,30,0.32354578309122617
16,31,0.35752375133494096
16,32,0.38925670963517184
16,33,0.4174911200689685
16,34,0.44119011982968476
16,35,0.4596440526028335
16,36,0.4725228770588981
16,37,0.47986453696938064
16,38,0.4820118589803991
16,39,0.47952139708028724
16,40,0.47306829059476
16,41,0.46336448470370445
16,42,0.4510985905955577
16,43,0.43689814732170273
16,44,0.4213106461942286
16,45,0.40479811508297864
16,46,0.3877403031648642
16,47,0.370442556552593
16,48,0.3531456721357119
16,49,0.3360360397586888
16,50,0.31925513528624394
16,51,0.30290792635198444
16,52,0.2870700561030219
16,53,0.27179383844516547
16,54,0.2571131801906022
16,55,0.24304757612636047
16,56,0.22960532538704004
16,57,0.21678610585229272
16,58,0.2045830258936254
16,59,0.19298425420818344
16,60,0.18197431097938285
16,61,0.1715350881755151
16,62,0.16164665370934825
16,63,0.15228788334775434
16,64,0.1434369554349756
16,65,0.13507173637988285
16,66,0.12717007916411444
16,67,0.11971005259096848
16,68,0.11267011538875028
16,69,0.10602924641950286
16,70,0.09976703997198881
16,71,0.09386377331368888
16,72,0.08830045224260179
16,73,0.08305883923824144
16,74,0.07812146790120968
16,75,0.07347164664383136
16,76,0.0690934540125858
16,77,0.06497172755654294
16,78,0.06109204778114646
16,79,0.05744071842488533
16,80,0.054004744052970774
16,81,0.05077180576545691
16,82,0.047730235658086595
16,83,0.04486899054517408
16,84,0.04217762534920889
16,85,0.03964626647691176
16,86,0.03726558543245379
16,87,0.0350267728624629
16,88,0.0329215131818708
16,89,0.030941959892649917
16,90,0.029080711677476036
16,91,0.02733078932605194
16,92,0.02568561353220021
16,93,0.024138983584035094
16,94,0.02268505695686338
16,95,0.02131832980837844
16,96,0.020033618367737746
16,97,0.018826041203872875
16,98,0.01769100235356056
16,99,0.016624175286126856
17,0,0.001
17,1,0.0012408764705882352
17,2,0.001539662848056045
17,3,0.0019102212453594649
17,4,0.0023696995386220795
17,5,0.0029392926894125843
17,6,0.003645170998791063
17,7,0.004519606717371578
17,8,0.0056023334140512734
17,9,0.006942173876306674
17,10,0.008598970574052813
17,11,0.010645845522556794
17,12,0.013171800184686566
17,13,0.016284635674688554
17,14,0.0201141216547358
17,15,0.024815259115947
17,16,0.03057135531870852
17,17,0.03759644450218158
17,18,0.046136332733350396
17,19,0.05646721417952881
17,20,0.06889041339928052
17,21,0.08372140737706187
17,22,0.10127099223199415
17,23,0.12181650019156175
17,24,0.14556167249508362
17,25,0.17258555979459744
17,26,0.20278399267446462
17,27,0.23581171224070505
17,28,0.27103834501370216
17,29,0.3075350685278857
17,30,0.3441081097239078
17,31,0.379387502923181
17,32,0.41196468871971953
17,33,0.4405548781624588
17,34,0.4641477328370772
17,35,0.48211035942679287
17,36,0.4942212634415977
17,37,0.500636010381407
17,38,0.5018042587097519
17,39,0.4983660468403224
17,40,0.4910522236048206
17,41,0.48060452139052523
17,42,0.46772073021783056
17,43,0.4530232663809317
17,44,0.43704593094294797
17,45,0.4202329608810123
17,46,0.40294530951030216
17,47,0.3854704430255725
17,48,0.36803323399485993
17,49,0.35080654288246343
17,50,0.33392077505178014
17,51,0.31747213699685845
17,52,0.30152956511892604
17,53,0.28614042794303335
17,54,0.27133515637542677
17,55,0.25713096878814845
17,56,0.24353484864267155
17,57,0.23054591397022298
17,58,0.21815729692687208
17,59,0.20635763121989098
17,60,0.19513222697627342
17,61,0.18446399709091746
17,62,0.17433418622522684
17,63,0.1647229431634935
17,64,0.1556097688278088
17,65,0.1469738655512861
17,66,0.13879440789464265
17,67,0.13105075108825812
17,68,0.12372258986288064
17,69,0.11679007781212061
17,70,0.11023391536057023
17,71,0.10403541277526318
17,72,0.09817653336257914
17,73,0.09263992096483177
17,74,0.08740891505363593
17,75,0.08246755606609144
17,76,0.07780058310990032
17,77,0.07339342574737748
17,78,0.06923219123444584
17,79,0.06530364832225688
17,80,0.0615952085127641
17,81,0.058094905484921744
17,82,0.05479137326689859
17,83,0.051673823615215955
17,84,0.04873202296881901
17,85,0.045956269270609085
17,86,0.04333736888757613
17,87,0.040866613810710564
17,88,0.03853575927520138
17,89,0.0363370019083187
17,90,0.03426295848544143
17,91,0.03230664535279683
17,92,0.030461458557714007
17,93,0.0287211547128133
17,94,0.027079832608950825
17,95,0.025531915582417086
17,96,0.024072134634443517
17,97,0.022695512295168422
17,98,0.0213973472195799
17,99,0.02017319949936251
18,0,0.001
18,1,0.0012441444444444443
18,2,0.0015477835376149752
18,3,0.0019253540435932787
18,4,0.0023947623666157936
18,5,0.002978200064664647
18,6,0.003703140967376228
18,7,0.00460355474896225
18,8,0.005721375281148515
18,9,0.007108263823107431
18,10,0.0088277054063871
18,11,0.010957468989546066
18,12,0.013592444053693956
18,13,0.016847832347569845
18,14,0.02086261505401108
18,15,0.025803121372415055
18,16,0.03186638004732967
18,17,0.039282724497621976
18,18,0.048316830265898045
18,19,0.05926598516454198
18,20,0.07245394625071562
18,21,0.08821828984763444
18,22,0.10688885843181868
18,23,0.12875501474052306
18,24,0.15402032291545054
18,25,0.18274545983492782
18,26,0.2147839743639548
18,27,0.24972081993533768
18,28,0.2868292353667868
18,29,0.32506502598307235
18,30,0.3631151365578391
18,31,0.3995069202912583
18,32,0.43276651281865625
18,33,0.4615953748475231
18,34,0.4850231150752409
18,35,0.5024995974317256
18,36,0.5139091541266209
18,37,0.519514743286921
18,38,0.5198580978730706
18,39,0.5156468982507676
18,40,0.5076535395180789
18,41,0.4966386149121514
18,42,0.4833018142860717
18,43,0.4682564328315276
18,44,0.4520211294719752
18,45,0.4350226470035694
18,46,0.41760449468594063
18,47,0.4000381384000255
18,48,0.38253457178440586
18,49,0.3652551114325411
18,50,0.3483208927579972
18,51,0.3318209199812581
18,52,0.3158187263467104
18,53,0.3003577948099867
18,54,0.28546592089298783
18,55,0.27115869759314865
18,56,0.2574422848088427
18,57,0.24431560266399957
18,58,0.2317720646089232
18,59,0.21980094470440212
18,60,0.20838845499439604
18,61,0.1975185934742886
18,62,0.1871738106263429
18,63,0.1773355324349826
18,64,0.16798456979798523
18,65,0.15910143793057283
18,66,0.15066660438366083
18,67,0.14266068038681876
18,68,0.13506456715463322
18,69,0.12785956638136253
18,70,0.12102746225007269
18,71,0.11455058078659586
18,72,0.10841183120789932
18,73,0.10259473298036985
18,74,0.09708343156281139
18,75,0.09186270522012244
18,76,0.08691796482432651
18,77,0.08223524818464642
18,78,0.07780121014792638
18,79,0.07360310946947955
18,80,0.0696287932602578
18,81,0.06586667965957521
18,82,0.06230573925595069
18,83,0.05893547567602223
18,84,0.055745905678211895
18,85,0.052727539020136445
18,86,0.049871358313673994
18,87,0.04716879903671948
18,88,0.04461172983407457
18,89,0.042192433210076805
18,90,0.03990358669123575
18,91,0.037738244517303905
18,92,0.03568981990305283
18,93,0.03375206789988685
18,94,0.031919068875768904
18,95,0.03018521262331447
18,96,0.02854518309896914
18,97,0.02699394379062823
18,98,0.02552672370663869
18,99,0.024139003975645428
19,0,0.001
19,1,0.0012470684210526316
19,2,0.0015550675228649669
19,3,0.001938961476287312
19,4,0.0024173550405955386
19,5,0.003013360127902211
19,6,0.0037556579889943533
19,7,0.004679795198710705
19,8,0.0058297555896958675
19,9,0.007259852385224821
19,10,0.009036983143201156
19,11,0.011243281784110826
19,12,0.01397918240702354
19,13,0.017366872102030435
19,14,0.02155404501331784
19,15,0.02671776457702403
19,16,0.03306807881881115
19,17,0.04085079640712623
19,18,0.050348502372152354
19,19,0.06187846674935079
19,20,0.07578560012585826
19,21,0.0924281172160497
19,22,0.11215325910263015
19,23,0.13526060858918482
19,24,0.16195167121952467
19,25,0.19226702051144623
19,26,0.2260167835003024
19,27,0.26271629675004887
19,28,0.3015448795899151
19,29,0.34134877393957846
19,30,0.3807054335457855
19,31,0.41805293455853726
19,32,0.451867310875495
19,33,0.4808501910280496
19,34,0.5040803687205413
19,35,0.5210926826757856
19,36,0.53187218911013
19,37,0.5367785613642018
19,38,0.536432246238143
19,39,0.5315953817244725
19,40,0.5230709026029358
19,41,0.5116303373340361
19,42,0.4979704390334725
19,43,0.48269311949626315
19,44,0.4663015056278402
19,45,0.44920565626937237
19,46,0.4317331053092447
19,47,0.41414105751887226
19,48,0.3966283858968137
19,49,0.3793464942042198
19,50,0.36240867888938455
19,51,0.3458979476026496
19,52,0.3298734140812528
19,53,0.31437545592213845
19,54,0.2994298356334047
19,55,0.2850509728561731
19,56,0.2712445320890377
19,57,0.258009463898489
19,58,0.24533961254998415
19,59,0.23322498097731734
19,60,0.22165272550095416
19,61,0.2106079375726695
19,62,0.2000742576665001
19,63,0.19003435678132272
19,64,0.18047031340960146
19,65,0.1713639078544683
19,66,0.16269685110230467
19,67,0.15445096180227955
19,68,0.14660830204543215
19,69,0.13915128039820415
19,70,0.13206272889126236
19,71,0.12532595928683654
19,72,0.11892480286340469
19,73,0.11284363710086523
19,74,0.10706740197233064
19,75,0.10158160801159015
19,76,0.0963723378980219
19,77,0.0914262429598927
19,78,0.08673053572433903
19,79,0.08227297942364793
19,80,0.07804187519161389
19,81,0.07402604754199762
19,82,0.07021482860657798
19,83,0.06659804151754116
19,84,0.06316598324369734
19,85,0.05990940712884245
19,86,0.056819505330780624
19,87,0.05388789131892037
19,88,0.051106582555222616
19,89,0.048467983456215745
19,90,0.04596486871168082
19,91,0.0435903670175428
19,92,0.04133794526574719
19,93,0.03920139322186071
19,94,0.03717480871132469
19,95,0.03525258332731528
19,96,0.0334293886667023
19,97,0.03170016309538301
19,98,0.03006009904008136
19,99,0.028504630800367216
20,0,0.001
20,1,0.0012496999999999999
20,2,0.0015616377294729999
20,3,0.0019512628498758158
20,4,0.0024378247805061804
20,5,0.003045287355577203
20,6,0.0038034524721732113
20,7,0.004749334126996657
20,8,0.00592882870364374
20,9,0.007398729847950147
20,10,0.00922913470568305
20,11,0.011506279431124389
20,12,0.014335820688784985
20,13,0.017846538908464896
20,14,0.022194367665715573
20,15,0.027566537268811635
20,16,0.034185441107607094
20,17,0.04231156989704821
20,18,0.05224449341791751
20,19,0.06432039668586939
20,20,0.07890412604098647
20,21,0.09637316519993638
20,22,0.11709064802114057
20,23,0.14136478598028798
20,24,0.16939347126566762
20,25,0.20119590435089213
20,26,0.236538245743609
20,27,0.27486706752514645
20,28,0.31527087037142565
20,29,0.356492482481213
20,30,0.3970093794104954
20,31,0.43518255582560983
20,32,0.46945088933401563
20,33,0.49852703110293306
20,34,0.5215449649647302
20,35,0.5381241500756782
20,36,0.5483440272130711
20,37,0.5526506368707943
20,38,0.5517314146694562
20,39,0.5463921497719209
20,40,0.5374578285104444
20,41,0.5257052018363093
20,42,0.5118249300943812
20,43,0.49640638651966085
20,44,0.47993738266327163
20,45,0.46281232941619244
20,46,0.44534422139897534
20,47,0.427777553403874
20,48,0.4103005691540854
20,49,0.39305609687214427
20,50,0.3761507367865337
20,51,0.3596624409738224
20,52,0.34364665453013166
20,53,0.328141231366266
20,54,0.3131703378302924
20,55,0.29874753664408854
20,56,0.28487821554437487
20,57,0.27156149638792565
20,58,0.2587917344707302
20,59,0.2465596955683386
20,60,0.23485347985381141
20,61,0.2236592470474917
20,62,0.212961785385672
20,63,0.2027449577283388
20,64,0.19299205087119745
20,65,0.18368604846679212
20,66,0.17480984355061516
20,67,0.16634640323523636
20,68,0.15827889546103185
20,69,0.1505907856057979
20,70,0.14326590912508322
20,71,0.13628852511804113
20,72,0.12964335471088712
20,73,0.12331560736059993
20,74,0.11729099755820922
20,75,0.11155575391747174
20,76,0.10609662224279306
20,77,0.10090086385807548
20,78,0.0959562502288116
20,79,0.09125105470999206
20,80,0.08677404209194471
20,81,0.08251445648699998
20,82,0.07846200799554126
20,83,0.07460685850555862
20,84,0.07093960691133389
20,85,0.0674512739812193
20,86,0.06413328705914764
20,87,0.06097746474754752
20,88,0.05797600168915215
20,89,0.0551214535405122
20,90,0.052406722209833764
20,91,0.049825041415237664
20,92,0.0473699626060097
20,93,0.045035341278344805
20,94,0.04281532370804069
20,95,0.04070433411521265
20,96,0.03869706227008665
20,97,0.03678845154404512
20,98,0.03497368740615055
20,99,0.033248186362196425
