day,lambda,value,group
39,3.2,0.018673489806952912,misinformed
40,3.2,0.0160392730233832,misinformed
41,3.2,0.013775688026817808,misinformed
42,3.2,0.011830910103230903,misinformed
43,3.2,0.010160260805718786,misinformed
44,3.2,0.008725253978114996,misinformed
45,3.2,0.007492758814806938,misinformed
46,3.2,0.006434269233532047,misinformed
47,3.2,0.00552526837382434,misinformed
48,3.2,0.00474467733907838,misinformed
49,3.2,0.004074378004806881,misinformed
50,3.2,0.0034988006029004117,misinformed
51,3.2,0.0030045677359908348,misinformed
52,3.2,0.002580187406325878,misinformed
53,3.2,0.002215788521548202,misinformed
54,3.2,0.001902893146703423,misinformed
55,3.2,0.0016342205005777754,misinformed
56,3.2,0.0014035183447589114,misinformed
57,3.2,0.0012054179890879494,misinformed
58,3.2,0.0010353096428647416,misinformed
59,3.2,0.0008892352835856779,misinformed
60,3.2,0.0007637966006444958,misinformed
61,3.2,0.000656075906644897,misinformed
62,3.2,0.0005635681997053987,misinformed
63,3.2,0.00048412281183752366,misinformed
64,3.2,0.00041589329607589034,misinformed
65,3.2,0.00035729439293429727,misinformed
66,3.2,0.0003069650788544283,misinformed
67,3.2,0.00026373683903596097,misinformed
68,3.2,0.00022660642739645202,misinformed
69,3.2,0.00019471248003224897,misinformed
70,3.2,0.00016731543772353506,misinformed
71,3.2,0.0001437803097324239,misinformed
72,3.2,0.00012356187710331574,misinformed
73,3.2,0.00010619199037853355,misinformed
74,3.2,9.126866537659292e-05,misinformed
75,3.2,7.844672255656436e-05,misinformed
76,3.2,6.742975146847394e-05,misinformed
77,3.2,5.796321269289106e-05,misinformed
78,3.2,4.982851621462797e-05,misinformed
79,3.2,4.283793796872764e-05,misinformed
80,3.2,3.6830255869116284e-05,misinformed
81,3.2,3.1667003435201336e-05,misinformed
82,3.2,2.722925355952657e-05,misinformed
83,3.2,2.341485734582958e-05,misinformed
84,3.2,2.0136073579825733e-05,misinformed
85,3.2,1.7317533522540858e-05,misinformed
86,3.2,1.4894493550906304e-05,misinformed
87,3.2,1.2811334895472764e-05,misinformed
88,3.2,1.1020275497546606e-05,misinformed
89,3.2,9.480263962676274e-06,misinformed
90,3.2,8.15602984002817e-06,misinformed
91,3.2,7.017268107226391e-06,misinformed
92,3.2,6.037938873056363e-06,misinformed
93,3.2,5.195665999333944e-06,misinformed
94,3.2,4.471220651127945e-06,misinformed
95,3.2,3.848077765394593e-06,misinformed
96,3.2,3.3120351282865116e-06,misinformed
97,3.2,2.8508862107183956e-06,misinformed
98,3.2,2.454139164350362e-06,misinformed
99,3.2,2.112775455292491e-06,misinformed
100,3.2,1.8190425356903193e-06,misinformed
1,3.4,0.001,misinformed
2,3.4,0.0013561428571428572,misinformed
3,3.4,0.0019132218836938777,misinformed
4,3.4,0.0027686261706880775,misinformed
5,3.4,0.004067734759913517,misinformed
6,3.4,0.006025890544205924,misinformed
7,3.4,0.008958697082308942,misinformed
8,3.4,0.01332149233668037,misinformed
9,3.4,0.01975554753592082,misinformed
10,3.4,0.029130007290413797,misinformed
11,3.4,0.042550173953119844,misinformed
12,3.4,0.061269463210229726,misinformed
13,3.4,0.08639744991257589,misinformed
14,3.4,0.1182761191338336,misinformed
15,3.4,0.1555097898293345,misinformed
16,3.4,0.1940447255316463,misinformed
17,3.4,0.22732958116582253,misinformed
18,3.4,0.24857090718490255,misinformed
19,3.4,0.25424665041211764,misinformed
20,3.4,0.24580977016639405,misinformed
21,3.4,0.22793503699240275,misinformed
22,3.4,0.2055203937892666,misinformed
23,3.4,0.18205326086558205,misinformed
24,3.4,0.15950552458879957,misinformed
25,3.4,0.13880122752833757,misinformed
26,3.4,0.12026518111291867,misinformed
27,3.4,0.1039139542287356,misinformed
28,3.4,0.08961897742635133,misinformed
29,3.4,0.07719212238138436,misinformed
30,3.4,0.06642894522053315,misinformed
31,3.4,0.0571297282265085,misinformed
32,3.4,0.049109053045427536,misinformed
33,3.4,0.04219949585792608,misinformed
34,3.4,0.03625234809835451,misinformed
35,3.4,0.031136878212271686,misinformed
36,3.4,0.026738929669990644,misinformed
37,3.4,0.02295927252507727,misinformed
38,3.4,0.019711924931414333,misinformed
39,3.4,0.016922553048881905,misinformed
40,3.4,0.014526999320877424,misinformed
41,3.4,0.012469957502640443,misinformed
42,3.4,0.01070379596542017,misinformed
43,3.4,0.009187522138259845,misinformed
44,3.4,0.007885876857346699,misinformed
45,3.4,0.006768545845336314,misinformed
46,3.4,0.005809475390351586,misinformed
47,3.4,0.004986279879144012,misinformed
48,3.4,0.004279729784023694,misinformed
49,3.4,0.003673309793054275,misinformed
50,3.4,0.00315283788629377,misinformed
51,3.4,0.002706137231430069,misinformed
52,3.4,0.0023227537663962853,misinformed
53,3.4,0.0019937132398710556,misinformed
54,3.4,0.0017113122893788382,misinformed
55,3.4,0.0014689388535805265,misinformed
56,3.4,0.0012609178461306383,misinformed
57,3.4,0.0010823785705539517,misinformed
58,3.4,0.0009291408368498173,misinformed
59,3.4,0.0007976171587695112,misinformed
60,3.4,0.0006847287733216197,misinformed
61,3.4,0.0005878335378559894,misinformed
62,3.4,0.0005046640312275758,misinformed
63,3.4,0.0004332744195642877,misinformed
64,3.4,0.00037199484894658805,misinformed
65,3.4,0.0003193923011550339,misinformed
66,3.4,0.00027423699832492253,misinformed
67,3.4,0.00023547357115406495,misinformed
68,3.4,0.0002021963161018364,misinformed
69,3.4,0.0001736279622782911,misinformed
70,3.4,0.00014910145060221855,misinformed
71,3.4,0.00012804429816680392,misinformed
72,3.4,0.00010996518119782943,misinformed
73,3.4,9.444242190857266e-05,misinformed
74,3.4,8.111410914300431e-05,misinformed
75,3.4,6.966962098430905e-05,misinformed
76,3.4,5.984235037573518e-05,misinformed
77,3.4,5.140346301827093e-05,misinformed
78,3.4,4.4156541030908465e-05,misinformed
79,3.4,3.793298664857846e-05,misinformed
80,3.4,3.2588078075264306e-05,misinformed
81,3.4,2.79975849221576e-05,misinformed
82,3.4,2.405486380110096e-05,misinformed
83,3.4,2.0668365919581713e-05,misinformed
84,3.4,1.77594981993609e-05,misinformed
85,3.4,1.5260787743284712e-05,misinformed
86,3.4,1.3114306598685558e-05,misinformed
87,3.4,1.1270319878228327e-05,misinformed
88,3.4,9.686125543607799e-06,misinformed
89,3.4,8.325058657334052e-06,misinformed
90,3.4,7.155636768670852e-06,misinformed
91,3.4,6.1508264123420185e-06,misinformed
92,3.4,5.287413540746643e-06,misinformed
93,3.4,4.545463148931949e-06,misinformed
94,3.4,3.90785544378615e-06,misinformed
95,3.4,3.3598877040182752e-06,misinformed
96,3.4,2.8889325176888094e-06,misinformed
97,3.4,2.484144405552069e-06,misinformed
98,3.4,2.1362079723337514e-06,misinformed
99,3.4,1.8371217009473834e-06,misinformed
100,3.4,1.5800123394178048e-06,misinformed
1,3.6,0.001,misinformed
2,3.6,0.0013561428571428572,misinformed
3,3.6,0.0019132218836938777,misinformed
4,3.6,0.0027686261706880775,misinformed
5,3.6,0.004067734759913517,misinformed
6,3.6,0.006025890544205924,misinformed
7,3.6,0.008958697082308942,misinformed
8,3.6,0.01332149233668037,misinformed
9,3.6,0.01975554753592082,misinformed
10,3.6,0.029130007290413797,misinformed
11,3.6,0.042550173953119844,misinformed
12,3.6,0.061269463210229726,misinformed
13,3.6,0.08639744991257589,misinformed
14,3.6,0.1182761191338336,misinformed
15,3.6,0.1555097898293345,misinformed
16,3.6,0.1940447255316463,misinformed
17,3.6,0.22732958116582253,misinformed
18,3.6,0.24857090718490255,misinformed
19,3.6,0.25424665041211764,misinformed
20,3.6,0.24580977016639405,misinformed
21,3.6,0.22793503699240275,misinformed
22,3.6,0.2055203937892666,misinformed
23,3.6,0.18205326086558205,misinformed
24,3.6,0.15950552458879957,misinformed
25,3.6,0.13880122752833757,misinformed
26,3.6,0.12026518111291867,misinformed
27,3.6,0.1039139542287356,misinformed
28,3.6,0.08961897742635133,misinformed
29,3.6,0.07719212238138436,misinformed
30,3.6,0.06642894522053315,misinformed
31,3.6,0.0571297282265085,misinformed
32,3.6,0.049109053045427536,misinformed
33,3.6,0.04219949585792608,misinformed
34,3.6,0.03625234809835451,misinformed
35,3.6,0.031136878212271686,misinformed
36,3.6,0.026738929669990644,misinformed
37,3.6,0.02295927252507727,misinformed
38,3.6,0.019711924931414333,misinformed
39,3.6,0.016922553048881905,misinformed
40,3.6,0.014526999320877424,misinformed
41,3.6,0.012469957502640443,misinformed
42,3.6,0.01070379596542017,misinformed
43,3.6,0.009187522138259845,misinformed
44,3.6,0.007885876857346699,misinformed
45,3.6,0.006768545845336314,misinformed
46,3.6,0.005809475390351586,misinformed
47,3.6,0.004986279879144012,misinformed
48,3.6,0.004279729784023694,misinformed
49,3.6,0.003673309793054275,misinformed
50,3.6,0.00315283788629377,misinformed
51,3.6,0.002706137231430069,misinformed
52,3.6,0.0023227537663962853,misinformed
53,3.6,0.0019937132398710556,misinformed
54,3.6,0.0017113122893788382,misinformed
55,3.6,0.0014689388535805265,misinformed
56,3.6,0.0012609178461306383,misinformed
57,3.6,0.0010823785705539517,misinformed
58,3.6,0.0009291408368498173,misinformed
59,3.6,0.0007976171587695112,misinformed
60,3.6,0.0006847287733216197,misinformed
61,3.6,0.0005878335378559894,misinformed
62,3.6,0.0005046640312275758,misinformed
63,3.6,0.0004332744195642877,misinformed
64,3.6,0.00037199484894658805,misinformed
65,3.6,0.0003193923011550339,misinformed
66,3.6,0.00027423699832492253,misinformed
67,3.6,0.00023547357115406495,misinformed
68,3.6,0.0002021963161018364,misinformed
69,3.6,0.0001736279622782911,misinformed
70,3.6,0.00014910145060221855,misinformed
71,3.6,0.00012804429816680392,misinformed
72,3.6,0.00010996518119782943,misinformed
73,3.6,9.444242190857266e-05,misinformed
74,3.6,8.111410914300431e-05,misinformed
75,3.6,6.966962098430905e-05,misinformed
76,3.6,5.984235037573518e-05,misinformed
77,3.6,5.140346301827093e-05,misinformed
78,3.6,4.4156541030908465e-05,misinformed
79,3.6,3.793298664857846e-05,misinformed
80,3.6,3.2588078075264306e-05,misinformed
81,3.6,2.79975849221576e-05,misinformed
82,3.6,2.405486380110096e-05,misinformed
83,3.6,2.0668365919581713e-05,misinformed
84,3.6,1.77594981993609e-05,misinformed
85,3.6,1.5260787743284712e-05,misinformed
86,3.6,1.3114306598685558e-05,misinformed
87,3.6,1.1270319878228327e-05,misinformed
88,3.6,9.686125543607799e-06,misinformed
89,3.6,8.325058657334052e-06,misinformed
90,3.6,7.155636768670852e-06,misinformed
91,3.6,6.1508264123420185e-06,misinformed
92,3.6,5.287413540746643e-06,misinformed
93,3.6,4.545463148931949e-06,misinformed
94,3.6,3.90785544378615e-06,misinformed
95,3.6,3.3598877040182752e-06,misinformed
96,3.6,2.8889325176888094e-06,misinformed
97,3.6,2.484144405552069e-06,misinformed
98,3.6,2.1362079723337514e-06,misinformed
99,3.6,1.8371217009473834e-06,misinformed
100,3.6,1.5800123394178048e-06,misinformed
1,3.8,0.001,misinformed
2,3.8,0.0013561428571428572,misinformed
3,3.8,0.0019132218836938777,misinformed
4,3.8,0.0027686261706880775,misinformed
5,3.8,0.004067734759913517,misinformed
6,3.8,0.006025890544205924,misinformed
7,3.8,0.008958697082308942,misinformed
8,3.8,0.01332149233668037,misinformed
9,3.8,0.01975554753592082,misinformed
10,3.8,0.029130007290413797,misinformed
11,3.8,0.042550173953119844,misinformed
12,3.8,0.061269463210229726,misinformed
13,3.8,0.08639744991257589,misinformed
14,3.8,0.1182761191338336,misinformed
15,3.8,0.1555097898293345,misinformed
16,3.8,0.1940447255316463,misinformed
17,3.8,0.22732958116582253,misinformed
18,3.8,0.24857090718490255,misinformed
19,3.8,0.25424665041211764,misinformed
20,3.8,0.24580977016639405,misinformed
21,3.8,0.22793503699240275,misinformed
22,3.8,0.2055203937892666,misinformed
23,3.8,0.18205326086558205,misinformed
24,3.8,0.15950552458879957,misinformed
25,3.8,0.13880122752833757,misinformed
26,3.8,0.12026518111291867,misinformed
27,3.8,0.1039139542287356,misinformed
28,3.8,0.08961897742635133,misinformed
29,3.8,0.07719212238138436,misinformed
30,3.8,0.06642894522053315,misinformed
31,3.8,0.0571297282265085,misinformed
32,3.8,0.049109053045427536,misinformed
33,3.8,0.04219949585792608,misinformed
34,3.8,0.03625234809835451,misinformed
35,3.8,0.031136878212271686,misinformed
36,3.8,0.026738929669990644,misinformed
37,3.8,0.02295927252507727,misinformed
38,3.8,0.019711924931414333,misinformed
39,3.8,0.016922553048881905,misinformed
40,3.8,0.014526999320877424,misinformed
41,3.8,0.012469957502640443,misinformed
42,3.8,0.01070379596542017,misinformed
43,3.8,0.009187522138259845,misinformed
44,3.8,0.007885876857346699,misinformed
45,3.8,0.006768545845336314,misinformed
46,3.8,0.005809475390351586,misinformed
47,3.8,0.004986279879144012,misinformed
48,3.8,0.004279729784023694,misinformed
49,3.8,0.003673309793054275,misinformed
50,3.8,0.00315283788629377,misinformed
51,3.8,0.002706137231430069,misinformed
52,3.8,0.0023227537663962853,misinformed
53,3.8,0.0019937132398710556,misinformed
54,3.8,0.0017113122893788382,misinformed
55,3.8,0.0014689388535805265,misinformed
56,3.8,0.0012609178461306383,misinformed
57,3.8,0.0010823785705539517,misinformed
58,3.8,0.0009291408368498173,misinformed
59,3.8,0.0007976171587695112,misinformed
60,3.8,0.0006847287733216197,misinformed
61,3.8,0.0005878335378559894,misinformed
62,3.8,0.0005046640312275758,misinformed
63,3.8,0.0004332744195642877,misinformed
64,3.8,0.00037199484894658805,misinformed
65,3.8,0.0003193923011550339,misinformed
66,3.8,0.00027423699832492253,misinformed
67,3.8,0.00023547357115406495,misinformed
68,3.8,0.0002021963161018364,misinformed
69,3.8,0.0001736279622782911,misinformed
70,3.8,0.00014910145060221855,misinformed
71,3.8,0.00012804429816680392,misinformed
72,3.8,0.00010996518119782943,misinformed
73,3.8,9.444242190857266e-05,misinformed
74,3.8,8.111410914300431e-05,misinformed
75,3.8,6.966962098430905e-05,misinformed
76,3.8,5.984235037573518e-05,misinformed
77,3.8,5.140346301827093e-05,misinformed
78,3.8,4.4156541030908465e-05,misinformed
79,3.8,3.793298664857846e-05,misinformed
80,3.8,3.2588078075264306e-05,misinformed
81,3.8,2.79975849221576e-05,misinformed
82,3.8,2.405486380110096e-05,misinformed
83,3.8,2.0668365919581713e-05,misinformed
84,3.8,1.77594981993609e-05,misinformed
85,3.8,1.5260787743284712e-05,misinformed
86,3.8,1.3114306598685558e-05,misinformed
87,3.8,1.1270319878228327e-05,misinformed
88,3.8,9.686125543607799e-06,misinformed
89,3.8,8.325058657334052e-06,misinformed
90,3.8,7.155636768670852e-06,misinformed
91,3.8,6.1508264123420185e-06,misinformed
92,3.8,5.287413540746643e-06,misinformed
93,3.8,4.545463148931949e-06,misinformed
94,3.8,3.90785544378615e-06,misinformed
95,3.8,3.3598877040182752e-06,misinformed
96,3.8,2.8889325176888094e-06,misinformed
97,3.8,2.484144405552069e-06,misinformed
98,3.8,2.1362079723337514e-06,misinformed
99,3.8,1.8371217009473834e-06,misinformed
100,3.8,1.5800123394178048e-06,misinformed
1,4.0,0.001,misinformed
2,4.0,0.0013561428571428572,misinformed
3,4.0,0.0019132218836938777,misinformed
4,4.0,0.0027686261706880775,misinformed
5,4.0,0.004067734759913517,misinformed
6,4.0,0.006025890544205924,misinformed
7,4.0,0.008958697082308942,misinformed
8,4.0,0.01332149233668037,misinformed
9,4.0,0.01975554753592082,misinformed
10,4.0,0.029130007290413797,misinformed
11,4.0,0.042550173953119844,misinformed
12,4.0,0.061269463210229726,misinformed
13,4.0,0.08639744991257589,misinformed
14,4.0,0.1182761191338336,misinformed
15,4.0,0.1555097898293345,misinformed
16,4.0,0.1940447255316463,misinformed
17,4.0,0.22732958116582253,misinformed
18,4.0,0.24857090718490255,misinformed
19,4.0,0.25424665041211764,misinformed
20,4.0,0.24580977016639405,misinformed
21,4.0,0.22793503699240275,misinformed
22,4.0,0.2055203937892666,misinformed
23,4.0,0.18205326086558205,misinformed
24,4.0,0.15950552458879957,misinformed
25,4.0,0.13880122752833757,misinformed
26,4.0,0.12026518111291867,misinformed
27,4.0,0.1039139542287356,misinformed
28,4.0,0.08961897742635133,misinformed
29,4.0,0.07719212238138436,misinformed
30,4.0,0.06642894522053315,misinformed
31,4.0,0.0571297282265085,misinformed
32,4.0,0.049109053045427536,misinformed
33,4.0,0.04219949585792608,misinformed
34,4.0,0.03625234809835451,misinformed
35,4.0,0.031136878212271686,misinformed
36,4.0,0.026738929669990644,misinformed
37,4.0,0.02295927252507727,misinformed
38,4.0,0.019711924931414333,misinformed
39,4.0,0.016922553048881905,misinformed
40,4.0,0.014526999320877424,misinformed
41,4.0,0.012469957502640443,misinformed
42,4.0,0.01070379596542017,misinformed
43,4.0,0.009187522138259845,misinformed
44,4.0,0.007885876857346699,misinformed
45,4.0,0.006768545845336314,misinformed
46,4.0,0.005809475390351586,misinformed
47,4.0,0.004986279879144012,misinformed
48,4.0,0.004279729784023694,misinformed
49,4.0,0.003673309793054275,misinformed
50,4.0,0.00315283788629377,misinformed
51,4.0,0.002706137231430069,misinformed
52,4.0,0.0023227537663962853,misinformed
53,4.0,0.0019937132398710556,misinformed
54,4.0,0.0017113122893788382,misinformed
55,4.0,0.0014689388535805265,misinformed
56,4.0,0.0012609178461306383,misinformed
57,4.0,0.0010823785705539517,misinformed
58,4.0,0.0009291408368498173,misinformed
59,4.0,0.0007976171587695112,misinformed
60,4.0,0.0006847287733216197,misinformed
61,4.0,0.0005878335378559894,misinformed
62,4.0,0.0005046640312275758,misinformed
63,4.0,0.0004332744195642877,misinformed
64,4.0,0.00037199484894658805,misinformed
65,4.0,0.0003193923011550339,misinformed
66,4.0,0.00027423699832492253,misinformed
67,4.0,0.00023547357115406495,misinformed
68,4.0,0.0002021963161018364,misinformed
69,4.0,0.0001736279622782911,misinformed
70,4.0,0.00014910145060221855,misinformed
71,4.0,0.00012804429816680392,misinformed
72,4.0,0.00010996518119782943,misinformed
73,4.0,9.444242190857266e-05,misinformed
74,4.0,8.111410914300431e-05,misinformed
75,4.0,6.966962098430905e-05,misinformed
76,4.0,5.984235037573518e-05,misinformed
77,4.0,5.140346301827093e-05,misinformed
78,4.0,4.4156541030908465e-05,misinformed
79,4.0,3.793298664857846e-05,misinformed
80,4.0,3.2588078075264306e-05,misinformed
81,4.0,2.79975849221576e-05,misinformed
82,4.0,2.405486380110096e-05,misinformed
83,4.0,2.0668365919581713e-05,misinformed
84,4.0,1.77594981993609e-05,misinformed
85,4.0,1.5260787743284712e-05,misinformed
86,4.0,1.3114306598685558e-05,misinformed
87,4.0,1.1270319878228327e-05,misinformed
88,4.0,9.686125543607799e-06,misinformed
89,4.0,8.325058657334052e-06,misinformed
90,4.0,7.155636768670852e-06,misinformed
91,4.0,6.1508264123420185e-06,misinformed
92,4.0,5.287413540746643e-06,misinformed
93,4.0,4.545463148931949e-06,misinformed
94,4.0,3.90785544378615e-06,misinformed
95,4.0,3.3598877040182752e-06,misinformed
96,4.0,2.8889325176888094e-06,misinformed
97,4.0,2.484144405552069e-06,misinformed
98,4.0,2.1362079723337514e-06,misinformed
99,4.0,1.8371217009473834e-06,misinformed
100,4.0,1.5800123394178048e-06,misinformed
1,1.0,0.0,ordinary
2,1.0,0.00015,ordinary
3,1.0,0.0003020457992142857,ordinary
4,1.0,0.0004594937467693695,ordinary
5,1.0,0.0006257793518283264,ordinary
6,1.0,0.0008044886470979157,ordinary
7,1.0,0.0009994306203144215,ordinary
8,1.0,0.0012147117596604698,ordinary
9,1.0,0.0014548136141604203,ordinary
10,1.0,0.0017246740899018091,ordinary
11,1.0,0.0020297729674711665,ordinary
12,1.0,0.002376221810306293,ordinary
13,1.0,0.0027708580067133115,ordinary
14,1.0,0.0032213421119513044,ordinary
15,1.0,0.0037362568850842857,ordinary
16,1.0,0.004325205394259489,ordinary
17,1.0,0.004998904232634488,ordinary
18,1.0,0.005769266180043451,ordinary
19,1.0,0.00664946449899222,ordinary
20,1.0,0.0076539684161088025,ordinary
21,1.0,0.008798536189247148,ordinary
22,1.0,0.010100148528525662,ordinary
23,1.0,0.011576861151229004,ordinary
24,1.0,0.013247551172248167,ordinary
25,1.0,0.015131528334401047,ordinary
26,1.0,0.01724797951172322,ordinary
27,1.0,0.019615214558955596,ordinary
28,1.0,0.022249684895780525,ordinary
29,1.0,0.025164755019824528,ordinary
30,1.0,0.02836922345661996,ordinary
31,1.0,0.03186561536604655,ordinary
32,1.0,0.03564830531102596,ordinary
33,1.0,0.03970157517427008,ordinary
34,1.0,0.04399776589964813,ordinary
35,1.0,0.04849573604452292,ordinary
36,1.0,0.05313988432068901,ordinary
37,1.0,0.057860013030522656,ordinary
38,1.0,0.06257228885000447,ordinary
39,1.0,0.0671814838654099,ordinary
40,1.0,0.0715845486964214,ordinary
41,1.0,0.07567539045627729,ordinary
42,1.0,0.07935052745675152,ordinary
43,1.0,0.08251511035761736,ordinary
44,1.0,0.08508868137746767,ordinary
45,1.0,0.08701002604868821,ordinary
46,1.0,0.08824057031061298,ordinary
47,1.0,0.08876597417488334,ordinary
48,1.0,0.08859582948983442,ordinary
49,1.0,0.08776162704338088,ordinary
50,1.0,0.08631336437675008,ordinary
51,1.0,0.08431528575514816,ordinary
52,1.0,0.0818412707972431,ordinary
53,1.0,0.07897033246461103,ordinary
54,1.0,0.0757825767733746,ordinary
55,1.0,0.07235584741599224,ordinary
56,1.0,0.06876315504842985,ordinary
57,1.0,0.06507089042653376,ordinary
58,1.0,0.061337750154399524,ordinary
59,1.0,0.05761426314457088,ordinary
60,1.0,0.053942789963065285,ordinary
61,1.0,0.05035786917309955,ordinary
62,1.0,0.04688679784463806,ordinary
63,1.0,0.0435503519861361,ordinary
64,1.0,0.0403635727456851,ordinary
65,1.0,0.03733656325279271,ordinary
66,1.0,0.034475257541591975,ordinary
67,1.0,0.031782136566277326,ordinary
68,1.0,0.029256876882363024,ordinary
69,1.0,0.026896925415293003,ordinary
70,1.0,0.024697999297461172,ordinary
71,1.0,0.02265451348145552,ordinary
72,1.0,0.02075994115680977,ordinary
73,1.0,0.0190071132769156,ordinary
74,1.0,0.01738846404217272,ordinary
75,1.0,0.015896229220363916,ordinary
76,1.0,0.014522603894049012,ordinary
77,1.0,0.013259865738523075,ordinary
78,1.0,0.012100469345905678,ordinary
79,1.0,0.011037116485479549,ordinary
80,1.0,0.010062806569961159,ordinary
81,1.0,0.009170871008538252,ordinary
82,1.0,0.00835499458549859,ordinary
83,1.0,0.007609226515498087,ordinary
84,1.0,0.006927983395104316,ordinary
85,1.0,0.006306045893940689,ordinary
86,1.0,0.005738550704229687,ordinary
87,1.0,0.005220978990347948,ordinary
88,1.0,0.004749142345226494,ordinary
89,1.0,0.004319167063042004,ordinary
90,1.0,0.003927477372818369,ordinary
91,1.0,0.003570778140794857,ordinary
92,1.0,0.0032460374366348236,ordinary
93,1.0,0.002950469266106542,ordinary
94,1.0,0.0026815166975659214,ordinary
95,1.0,0.0024368355486290736,ordinary
96,1.0,0.0022142787504470613,ordinary
97,1.0,0.002011881467940609,ordinary
98,1.0,0.0018278470234835184,ordinary
99,1.0,0.0016605336473756384,ordinary
100,1.0,0.0015084420597902552,ordinary
1,1.2,0.0,ordinary
2,1.2,0.00015,ordinary
3,1.2,0.00030653545191428565,ordinary
4,1.2,0.00047385461850597046,ordinary
5,1.2,0.0006565463137723949,ordinary
6,1.2,0.0008596592624614751,ordinary
7,1.2,0.0010888320641744202,ordinary
8,1.2,0.0013504359115157267,ordinary
9,1.2,0.0016517320022074434,ordinary
10,1.2,0.002001045203807731,ordinary
11,1.2,0.0024079548871192348,ordinary
12,1.2,0.0028835028198752224,ordinary
13,1.2,0.003440416446356618,ordinary
14,1.2,0.0040933435654555836,ordinary
15,1.2,0.0048590911021206855,ordinary
16,1.2,0.005756856037018888,ordinary
17,1.2,0.006808430270290352,ordinary
18,1.2,0.008038352896971126,ordinary
19,1.2,0.00947397277926226,ordinary
20,1.2,0.011145371320217942,ordinary
21,1.2,0.013085080274375344,ordinary
22,1.2,0.015327513271081571,ordinary
23,1.2,0.017908014586584073,ordinary
24,1.2,0.020861418306665113,ordinary
25,1.2,0.02422001120382641,ordinary
26,1.2,0.028010811610773907,ordinary
27,1.2,0.03225212451389275,ordinary
28,1.2,0.03694942068285534,ordinary
29,1.2,0.042090722623568444,ordinary
30,1.2,0.047641861641383614,ordinary
31,1.2,0.053542181491785024,ordinary
32,1.2,0.05970146514729353,ordinary
33,1.2,0.0659989871537153,ordinary
34,1.2,0.07228556356151793,ordinary
35,1.2,0.0783892112975782,ordinary
36,1.2,0.0841245123678361,ordinary
37,1.2,0.08930506403613883,ordinary
38,1.2,0.0937576431076969,ordinary
39,1.2,0.09733614816868695,ordinary
40,1.2,0.09993322256974704,ordinary
41,1.2,0.10148780487272369,ordinary
42,1.2,0.10198762911954257,ordinary
43,1.2,0.10146667484820417,ordinary
44,1.2,0.09999845606511479,ordinary
45,1.2,0.09768660929565073,ordinary
46,1.2,0.09465440264330352,ordinary
47,1.2,0.09103459353307627,ordinary
48,1.2,0.08696065362999189,ordinary
49,1.2,0.08255991124511473,ordinary
50,1.2,0.07794875171484911,ordinary
51,1.2,0.07322972408758961,ordinary
52,1.2,0.06849023691815181,ordinary
53,1.2,0.06380246528456042,ordinary
54,1.2,0.059224102073501136,ordinary
55,1.2,0.05479963737199401,ordinary
56,1.2,0.05056191621273219,ordinary
57,1.2,0.046533791370001035,ordinary
58,1.2,0.04272974608644727,ordinary
59,1.2,0.039157408314894775,ordinary
60,1.2,0.03581891313681616,ordinary
61,1.2,0.03271209487339411,ordinary
62,1.2,0.029831507010419367,ordinary
63,1.2,0.027169278405098033,ordinary
64,1.2,0.024715820073409295,ordinary
65,1.2,0.022460399574747464,ordinary
66,1.2,0.020391600684563582,ordinary
67,1.2,0.018497685453490367,ordinary
68,1.2,0.016766874438157938,ordinary
69,1.2,0.015187559222801815,ordinary
70,1.2,0.01374845957070769,ordinary
71,1.2,0.012438735797913518,ordinary
72,1.2,0.011248065332965535,ordinary
73,1.2,0.01016669095862714,ordinary
74,1.2,0.009185446940069309,ordinary
75,1.2,0.008295768128447595,ordinary
76,1.2,0.007489686178533664,ordinary
77,1.2,0.006759816218900634,ordinary
78,1.2,0.006099336645744452,ordinary
79,1.2,0.005501964159265543,ordinary
80,1.2,0.004961925708027234,ordinary
81,1.2,0.004473928636685231,ordinary
82,1.2,0.004033130032464617,ordinary
83,1.2,0.0036351060239932257,ordinary
84,1.2,0.0032758215924829147,ordinary
85,1.2,0.002951601301202992,ordinary
86,1.2,0.0026591012274899055,ordinary
87,1.2,0.0023952822861492617,ordinary
88,1.2,0.002157385059019522,ordinary
89,1.2,0.0019429061885432623,ordinary
90,1.2,0.0017495763500307915,ordinary
91,1.2,0.0015753397851189488,ordinary
92,1.2,0.001418335355456454,ordinary
93,1.2,0.0012768790590440774,ordinary
94,1.2,0.0011494479404327595,ordinary
95,1.2,0.001034665318934355,ordinary
96,1.2,0.0009312872551633376,ordinary
97,1.2,0.0008381901748321932,ordinary
98,1.2,0.0007543595691542077,ordinary
99,1.2,0.000678879692978264,ordinary
100,1.2,0.0006109241845076464,ordinary
1,1.4,0.0,ordinary
2,1.4,0.00015,ordinary
3,1.4,0.0003110251046142857,ordinary
4,1.4,0.0004884832109168164,ordinary
5,1.4,0.000688493572526153,ordinary
6,1.4,0.0009180916105739844,ordinary
7,1.4,0.0011854634605654682,ordinary
8,1.4,0.0015002152768805199,ordinary
9,1.4,0.0018736819910269075,ordinary
10,1.4,0.0023192793129576715,ordinary
11,1.4,0.002852900933089054,ordinary
12,1.4,0.0034933596387118583,ordinary
13,1.4,0.004262865730421776,ordinary
14,1.4,0.005187527817492016,ordinary
